id_municipio,municipio,uf,regiao,grupo,coorte,ano,populacao,notificacoes,viol_fisica,viol_sexual,viol_psicologica,viol_parceiro,taxa_notificacoes,taxa_viol_fisica,taxa_viol_sexual,taxa_viol_psicologica,taxa_viol_parceiro
1100023,Ariquemes,TO,Norte,24h,2017,2009,85541,10,8,1,0,0,11.6903,9.3522,1.169,0.0,0.0
1100023,Ariquemes,TO,Norte,24h,2017,2010,88556,39,36,3,2,4,44.0399,40.6522,3.3877,2.2585,4.5169
1100023,Ariquemes,TO,Norte,24h,2017,2011,91570,55,53,1,2,23,60.0633,57.8792,1.0921,2.1841,25.1174
1100023,Ariquemes,TO,Norte,24h,2017,2012,92747,34,31,4,0,22,36.6589,33.4243,4.3128,0.0,23.7204
1100023,Ariquemes,TO,Norte,24h,2017,2013,101269,19,16,3,4,9,18.7619,15.7995,2.9624,3.9499,8.8872
1100023,Ariquemes,TO,Norte,24h,2017,2014,102860,29,21,18,16,6,28.1937,20.4161,17.4995,15.5551,5.8332
1100023,Ariquemes,TO,Norte,24h,2017,2015,104401,46,20,20,9,18,44.0609,19.1569,19.1569,8.6206,17.2412
1100023,Ariquemes,TO,Norte,24h,2017,2016,105896,32,14,18,3,12,30.2183,13.2205,16.9978,2.833,11.3319
1100023,Ariquemes,TO,Norte,24h,2017,2017,107345,86,47,34,11,22,80.1155,43.7841,31.6736,10.2473,20.4947
1100023,Ariquemes,TO,Norte,24h,2017,2018,106168,80,56,15,20,21,75.3523,52.7466,14.1286,18.8381,19.78
1100023,Ariquemes,TO,Norte,24h,2017,2019,107863,121,53,14,31,26,112.1793,49.1364,12.9794,28.7402,24.1047
1100049,Cacoal,RO,Norte,comercial,0,2009,78675,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100049,Cacoal,RO,Norte,comercial,0,2010,78817,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100049,Cacoal,RO,Norte,comercial,0,2011,78959,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100049,Cacoal,RO,Norte,comercial,0,2012,79330,9,8,6,8,3,11.345,10.0845,7.5633,10.0845,3.7817
1100049,Cacoal,RO,Norte,comercial,0,2013,85863,16,11,10,3,7,18.6343,12.8111,11.6465,3.4939,8.1525
1100049,Cacoal,RO,Norte,comercial,0,2014,86556,10,9,6,7,4,11.5532,10.3979,6.9319,8.0872,4.6213
1100049,Cacoal,RO,Norte,comercial,0,2015,87226,15,12,2,5,7,17.1967,13.7574,2.2929,5.7322,8.0251
1100049,Cacoal,RO,Norte,comercial,0,2016,87877,24,22,1,8,9,27.3109,25.035,1.138,9.1036,10.2416
1100049,Cacoal,RO,Norte,comercial,0,2017,88507,27,14,9,8,8,30.5061,15.818,10.1687,9.0388,9.0388
1100049,Cacoal,RO,Norte,comercial,0,2018,84813,21,11,3,7,8,24.7604,12.9697,3.5372,8.2535,9.4325
1100049,Cacoal,RO,Norte,comercial,0,2019,85359,48,12,8,2,5,56.2331,14.0583,9.3722,2.343,5.8576
1100106,Guarajá Mirim,RO,Norte,comercial,0,2009,40762,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100106,Guarajá Mirim,RO,Norte,comercial,0,2010,41348,2,1,2,1,0,4.837,2.4185,4.837,2.4185,0.0
1100106,Guarajá Mirim,RO,Norte,comercial,0,2011,41934,8,5,3,1,2,19.0776,11.9235,7.1541,2.3847,4.7694
1100106,Guarajá Mirim,RO,Norte,comercial,0,2012,42202,43,42,3,3,33,101.8909,99.5213,7.1087,7.1087,78.1953
1100106,Guarajá Mirim,RO,Norte,comercial,0,2013,45761,30,30,0,7,21,65.558,65.558,0.0,15.2969,45.8906
1100106,Guarajá Mirim,RO,Norte,comercial,0,2014,46203,14,13,0,4,14,30.3011,28.1367,0.0,8.6574,30.3011
1100106,Guarajá Mirim,RO,Norte,comercial,0,2015,46632,24,20,2,11,13,51.4668,42.889,4.2889,23.589,27.8779
1100106,Guarajá Mirim,RO,Norte,comercial,0,2016,47048,15,15,2,11,8,31.8823,31.8823,4.251,23.3804,17.0039
1100106,Guarajá Mirim,RO,Norte,comercial,0,2017,47451,16,13,1,2,8,33.719,27.3967,2.1074,4.2149,16.8595
1100106,Guarajá Mirim,RO,Norte,comercial,0,2018,45783,25,20,4,3,16,54.6054,43.6843,8.7369,6.5527,34.9475
1100106,Guarajá Mirim,RO,Norte,comercial,0,2019,46174,42,36,6,4,18,90.9603,77.966,12.9943,8.6629,38.983
1100114,Jaru,RO,Norte,24h,2014,2009,53943,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100114,Jaru,RO,Norte,24h,2014,2010,52913,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100114,Jaru,RO,Norte,24h,2014,2011,51883,3,3,0,0,3,5.7822,5.7822,0.0,0.0,5.7822
1100114,Jaru,RO,Norte,24h,2014,2012,51765,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100114,Jaru,RO,Norte,24h,2014,2013,55597,6,5,0,0,2,10.7919,8.9933,0.0,0.0,3.5973
1100114,Jaru,RO,Norte,24h,2014,2014,55669,10,7,4,1,1,17.9633,12.5743,7.1853,1.7963,1.7963
1100114,Jaru,RO,Norte,24h,2014,2015,55738,4,2,3,1,4,7.1764,3.5882,5.3823,1.7941,7.1764
1100114,Jaru,RO,Norte,24h,2014,2016,55806,3,2,1,1,0,5.3758,3.5838,1.7919,1.7919,0.0
1100114,Jaru,RO,Norte,24h,2014,2017,55871,8,4,5,4,2,14.3187,7.1593,8.9492,7.1593,3.5797
1100114,Jaru,RO,Norte,24h,2014,2018,51933,32,17,4,6,4,61.6179,32.7345,7.7022,11.5533,7.7022
1100114,Jaru,RO,Norte,24h,2014,2019,51775,30,19,7,9,4,57.943,36.6972,13.52,17.3829,7.7257
1100122,Ji-Paraná,RO,Norte,comercial,0,2009,111010,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,0,2010,114186,2,1,0,2,1,1.7515,0.8758,0.0,1.7515,0.8758
1100122,Ji-Paraná,RO,Norte,comercial,0,2011,117363,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,0,2012,118092,1,1,1,1,0,0.8468,0.8468,0.8468,0.8468,0.0
1100122,Ji-Paraná,RO,Norte,comercial,0,2013,128026,5,4,0,3,3,3.9055,3.1244,0.0,2.3433,2.3433
1100122,Ji-Paraná,RO,Norte,comercial,0,2014,129242,3,3,1,1,0,2.3212,2.3212,0.7737,0.7737,0.0
1100122,Ji-Paraná,RO,Norte,comercial,0,2015,130419,4,4,1,0,0,3.067,3.067,0.7668,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,0,2016,131560,30,22,13,11,6,22.8033,16.7224,9.8814,8.3612,4.5607
1100122,Ji-Paraná,RO,Norte,comercial,0,2017,132667,46,42,7,10,7,34.6733,31.6582,5.2764,7.5377,5.2764
1100122,Ji-Paraná,RO,Norte,comercial,0,2018,127907,38,33,7,8,12,29.7091,25.8,5.4727,6.2545,9.3818
1100122,Ji-Paraná,RO,Norte,comercial,0,2019,128969,91,78,8,23,16,70.5596,60.4797,6.203,17.8337,12.4061
1100205,Porto Velho,RO,Norte,comercial,0,2009,382829,71,40,40,15,27,18.5461,10.4485,10.4485,3.9182,7.0528
1100205,Porto Velho,RO,Norte,comercial,0,2010,409280,69,23,52,25,24,16.8589,5.6196,12.7052,6.1083,5.864
1100205,Porto Velho,RO,Norte,comercial,0,2011,435732,84,48,38,21,34,19.2779,11.0159,8.721,4.8195,7.803
1100205,Porto Velho,RO,Norte,comercial,0,2012,442701,77,34,48,20,29,17.3932,7.6801,10.8425,4.5177,6.5507
1100205,Porto Velho,RO,Norte,comercial,0,2013,484992,96,44,57,35,28,19.7941,9.0723,11.7528,7.2166,5.7733
1100205,Porto Velho,RO,Norte,comercial,0,2014,494013,159,99,62,50,72,32.1854,20.04,12.5503,10.1212,14.5745
1100205,Porto Velho,RO,Norte,comercial,0,2015,502748,291,143,141,74,98,57.8819,28.4437,28.0459,14.7191,19.4929
1100205,Porto Velho,RO,Norte,comercial,0,2016,511219,379,192,163,81,104,74.1365,37.5573,31.8846,15.8445,20.3435
1100205,Porto Velho,RO,Norte,comercial,0,2017,519436,370,189,151,66,97,71.2311,36.3856,29.07,12.7061,18.6741
1100205,Porto Velho,RO,Norte,comercial,0,2018,519531,368,158,151,63,99,70.8331,30.412,29.0647,12.1263,19.0556
1100205,Porto Velho,RO,Norte,comercial,0,2019,529544,279,131,111,58,74,52.6868,24.7383,20.9614,10.9528,13.9743
1100288,Rolim de Moura,RO,Norte,comercial,0,2009,50499,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100288,Rolim de Moura,RO,Norte,comercial,0,2010,50699,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100288,Rolim de Moura,RO,Norte,comercial,0,2011,50899,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100288,Rolim de Moura,RO,Norte,comercial,0,2012,51142,2,1,1,1,0,3.9107,1.9553,1.9553,1.9553,0.0
1100288,Rolim de Moura,RO,Norte,comercial,0,2013,55357,4,4,0,1,3,7.2258,7.2258,0.0,1.8065,5.4194
1100288,Rolim de Moura,RO,Norte,comercial,0,2014,55807,2,0,2,1,0,3.5838,0.0,3.5838,1.7919,0.0
1100288,Rolim de Moura,RO,Norte,comercial,0,2015,56242,6,5,1,0,2,10.6682,8.8902,1.778,0.0,3.5561
1100288,Rolim de Moura,RO,Norte,comercial,0,2016,56664,8,7,1,5,3,14.1183,12.3535,1.7648,8.8239,5.2944
1100288,Rolim de Moura,RO,Norte,comercial,0,2017,57074,68,58,4,33,19,119.1436,101.6225,7.0084,57.8197,33.2901
1100288,Rolim de Moura,RO,Norte,comercial,0,2018,54702,54,42,3,16,17,98.7167,76.7796,5.4843,29.2494,31.0775
1100288,Rolim de Moura,RO,Norte,comercial,0,2019,55058,19,15,0,3,6,34.5091,27.244,0.0,5.4488,10.8976
1100304,Vilhena,RO,Norte,comercial,0,2009,69866,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100304,Vilhena,RO,Norte,comercial,0,2010,73902,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1100304,Vilhena,RO,Norte,comercial,0,2011,77937,19,16,1,9,7,24.3787,20.5294,1.2831,11.5478,8.9816
1100304,Vilhena,RO,Norte,comercial,0,2012,79616,58,45,6,18,23,72.8497,56.5213,7.5362,22.6085,28.8887
1100304,Vilhena,RO,Norte,comercial,0,2013,87727,26,24,2,4,16,29.6374,27.3576,2.2798,4.5596,18.2384
1100304,Vilhena,RO,Norte,comercial,0,2014,89797,28,23,3,9,11,31.1814,25.6133,3.3409,10.0226,12.2499
1100304,Vilhena,RO,Norte,comercial,0,2015,91801,36,29,4,6,12,39.2153,31.5901,4.3573,6.5359,13.0718
1100304,Vilhena,RO,Norte,comercial,0,2016,93745,47,35,10,18,13,50.136,37.3353,10.6672,19.201,13.8674
1100304,Vilhena,RO,Norte,comercial,0,2017,95630,80,66,6,16,17,83.6558,69.016,6.2742,16.7312,17.7768
1100304,Vilhena,RO,Norte,comercial,0,2018,97448,153,51,8,5,15,157.0068,52.3356,8.2095,5.1309,15.3928
1100304,Vilhena,RO,Norte,comercial,0,2019,99854,153,61,6,4,25,153.2237,61.0892,6.0088,4.0058,25.0366
1302603,Manaus,AM,Norte,comercial,0,2009,1738641,695,269,483,368,78,39.9737,15.4719,27.7803,21.166,4.4863
1302603,Manaus,AM,Norte,comercial,0,2010,1785532,839,462,553,581,255,46.9888,25.8746,30.9712,32.5393,14.2815
1302603,Manaus,AM,Norte,comercial,0,2011,1832424,1098,547,736,575,237,59.9206,29.8512,40.1654,31.3792,12.9337
1302603,Manaus,AM,Norte,comercial,0,2012,1861838,1263,530,924,766,234,67.8362,28.4665,49.6284,41.1421,12.5682
1302603,Manaus,AM,Norte,comercial,0,2013,1982177,1628,675,1081,1205,408,82.1319,34.0535,54.536,60.7917,20.5834
1302603,Manaus,AM,Norte,comercial,0,2014,2020301,1470,519,1019,731,292,72.7614,25.6892,50.438,36.1827,14.4533
1302603,Manaus,AM,Norte,comercial,0,2015,2057711,1351,465,840,584,318,65.6555,22.5979,40.8221,28.3811,15.4541
1302603,Manaus,AM,Norte,comercial,0,2016,2094391,1177,264,808,304,209,56.1977,12.6051,38.5792,14.515,9.979
1302603,Manaus,AM,Norte,comercial,0,2017,2130264,1531,347,1077,416,342,71.869,16.2891,50.5571,19.5281,16.0543
1302603,Manaus,AM,Norte,comercial,0,2018,2145444,1343,224,1028,247,239,62.5978,10.4407,47.9155,11.5128,11.1399
1302603,Manaus,AM,Norte,comercial,0,2019,2182763,1441,507,838,281,212,66.0172,23.2274,38.3917,12.8736,9.7125
1500107,Abaetetuba,PA,Norte,24h,2009,2009,139819,6,4,6,5,0,4.2913,2.8608,4.2913,3.5761,0.0
1500107,Abaetetuba,PA,Norte,24h,2009,2010,141302,19,12,17,10,3,13.4464,8.4924,12.031,7.077,2.1231
1500107,Abaetetuba,PA,Norte,24h,2009,2011,142785,24,12,22,14,4,16.8085,8.4042,15.4078,9.805,2.8014
1500107,Abaetetuba,PA,Norte,24h,2009,2012,144415,34,9,34,17,5,23.5433,6.232,23.5433,11.7716,3.4622
1500107,Abaetetuba,PA,Norte,24h,2009,2013,147267,57,12,57,14,5,38.7052,8.1485,38.7052,9.5065,3.3952
1500107,Abaetetuba,PA,Norte,24h,2009,2014,148873,36,11,36,20,12,24.1817,7.3888,24.1817,13.4343,8.0606
1500107,Abaetetuba,PA,Norte,24h,2009,2015,150431,40,18,36,33,4,26.5903,11.9656,23.9312,21.937,2.659
1500107,Abaetetuba,PA,Norte,24h,2009,2016,151934,58,27,52,31,12,38.1745,17.7709,34.2254,20.4036,7.8982
1500107,Abaetetuba,PA,Norte,24h,2009,2017,153380,76,32,52,40,25,49.5501,20.8632,33.9027,26.079,16.2994
1500107,Abaetetuba,PA,Norte,24h,2009,2018,156292,60,26,42,36,17,38.3897,16.6355,26.8728,23.0338,10.8771
1500107,Abaetetuba,PA,Norte,24h,2009,2019,157698,59,18,43,37,15,37.4133,11.4142,27.2673,23.4626,9.5119
1500602,Altamira,PA,Norte,comercial,0,2009,98750,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1500602,Altamira,PA,Norte,comercial,0,2010,99743,3,3,0,2,1,3.0077,3.0077,0.0,2.0052,1.0026
1500602,Altamira,PA,Norte,comercial,0,2011,100736,16,14,7,6,6,15.8831,13.8977,6.9489,5.9562,5.9562
1500602,Altamira,PA,Norte,comercial,0,2012,102343,5,5,0,1,1,4.8855,4.8855,0.0,0.9771,0.9771
1500602,Altamira,PA,Norte,comercial,0,2013,105106,16,10,9,7,3,15.2227,9.5142,8.5628,6.6599,2.8543
1500602,Altamira,PA,Norte,comercial,0,2014,106768,345,183,28,214,240,323.1305,171.3997,26.2251,200.4346,224.7865
1500602,Altamira,PA,Norte,comercial,0,2015,108382,446,178,29,340,326,411.5074,164.2339,26.7572,313.7052,300.788
1500602,Altamira,PA,Norte,comercial,0,2016,109938,372,126,38,248,248,338.3725,114.6101,34.5649,225.5817,225.5817
1500602,Altamira,PA,Norte,comercial,0,2017,111435,386,137,70,239,240,346.3903,122.9416,62.8169,214.4748,215.3722
1500602,Altamira,PA,Norte,comercial,0,2018,113195,559,157,100,471,310,493.8381,138.6987,88.3431,416.0961,273.8637
1500602,Altamira,PA,Norte,comercial,0,2019,114594,673,229,127,611,358,587.2908,199.8359,110.826,533.1867,312.4073
1500800,Ananindeua,PA,Norte,24h,2018,2009,505512,32,15,32,17,1,6.3302,2.9673,6.3302,3.3629,0.1978
1500800,Ananindeua,PA,Norte,24h,2018,2010,491756,154,58,149,92,15,31.3163,11.7945,30.2996,18.7085,3.0503
1500800,Ananindeua,PA,Norte,24h,2018,2011,477999,135,45,128,66,10,28.2427,9.4142,26.7783,13.8076,2.0921
1500800,Ananindeua,PA,Norte,24h,2018,2012,483821,131,49,111,40,12,27.0761,10.1277,22.9424,8.2675,2.4803
1500800,Ananindeua,PA,Norte,24h,2018,2013,493976,230,91,194,61,31,46.561,18.4219,39.2732,12.3488,6.2756
1500800,Ananindeua,PA,Norte,24h,2018,2014,499776,262,111,175,167,81,52.4235,22.21,35.0157,33.415,16.2073
1500800,Ananindeua,PA,Norte,24h,2018,2015,505404,242,136,180,170,38,47.8825,26.9092,35.6151,33.6365,7.5187
1500800,Ananindeua,PA,Norte,24h,2018,2016,510834,432,156,186,232,192,84.5676,30.5383,36.411,45.4159,37.5856
1500800,Ananindeua,PA,Norte,24h,2018,2017,516057,181,61,128,73,28,35.0736,11.8204,24.8035,14.1457,5.4258
1500800,Ananindeua,PA,Norte,24h,2018,2018,525566,209,102,132,83,37,39.7667,19.4076,25.1158,15.7925,7.04
1500800,Ananindeua,PA,Norte,24h,2018,2019,530598,198,75,114,84,25,37.3164,14.135,21.4852,15.8312,4.7117
1501402,Belém,PA,Norte,24h,2014,2009,1437600,105,55,102,66,13,7.3038,3.8258,7.0952,4.591,0.9043
1501402,Belém,PA,Norte,24h,2014,2010,1419828,432,187,420,258,42,30.4262,13.1706,29.581,18.1712,2.9581
1501402,Belém,PA,Norte,24h,2014,2011,1402056,526,289,328,234,110,37.5163,20.6126,23.3942,16.6898,7.8456
1501402,Belém,PA,Norte,24h,2014,2012,1410430,555,239,386,185,82,39.3497,16.9452,27.3675,13.1166,5.8138
1501402,Belém,PA,Norte,24h,2014,2013,1425922,855,414,554,204,174,59.9612,29.0338,38.8521,14.3065,12.2026
1501402,Belém,PA,Norte,24h,2014,2014,1432844,971,444,526,470,296,67.7673,30.9873,36.7102,32.8019,20.6582
1501402,Belém,PA,Norte,24h,2014,2015,1439561,994,587,500,619,275,69.0488,40.7763,34.7328,42.9992,19.103
1501402,Belém,PA,Norte,24h,2014,2016,1446042,1800,894,591,1305,889,124.4777,61.8239,40.8702,90.2463,61.4782
1501402,Belém,PA,Norte,24h,2014,2017,1452275,766,303,441,258,170,52.7448,20.8638,30.3661,17.7652,11.7058
1501402,Belém,PA,Norte,24h,2014,2018,1485732,745,385,431,351,144,50.1436,25.9132,29.0093,23.6247,9.6922
1501402,Belém,PA,Norte,24h,2014,2019,1492745,1113,487,605,563,152,74.5606,32.6245,40.5294,37.7158,10.1826
1501709,Bragança,PA,Norte,24h,2014,2009,107060,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1501709,Bragança,PA,Norte,24h,2014,2010,110890,3,1,3,2,1,2.7054,0.9018,2.7054,1.8036,0.9018
1501709,Bragança,PA,Norte,24h,2014,2011,114720,3,1,3,2,1,2.6151,0.8717,2.6151,1.7434,0.8717
1501709,Bragança,PA,Norte,24h,2014,2012,116164,3,0,3,1,1,2.5826,0.0,2.5826,0.8609,0.8609
1501709,Bragança,PA,Norte,24h,2014,2013,118678,10,2,10,6,1,8.4262,1.6852,8.4262,5.0557,0.8426
1501709,Bragança,PA,Norte,24h,2014,2014,120124,113,88,19,59,48,94.0695,73.2576,15.817,49.1159,39.9587
1501709,Bragança,PA,Norte,24h,2014,2015,121528,89,61,31,54,36,73.2342,50.1942,25.5085,44.4342,29.6228
1501709,Bragança,PA,Norte,24h,2014,2016,122881,6,4,3,2,1,4.8828,3.2552,2.4414,1.6276,0.8138
1501709,Bragança,PA,Norte,24h,2014,2017,124184,13,4,13,5,4,10.4683,3.221,10.4683,4.0263,3.221
1501709,Bragança,PA,Norte,24h,2014,2018,126436,15,3,13,4,1,11.8637,2.3727,10.2819,3.1637,0.7909
1501709,Bragança,PA,Norte,24h,2014,2019,127686,36,24,12,8,5,28.1942,18.7961,9.3981,6.2654,3.9159
1501808,Breves,PA,Norte,24h,2014,2009,101094,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1501808,Breves,PA,Norte,24h,2014,2010,97464,17,17,2,5,6,17.4423,17.4423,2.052,5.1301,6.1561
1501808,Breves,PA,Norte,24h,2014,2011,93835,8,5,5,5,3,8.5256,5.3285,5.3285,5.3285,3.1971
1501808,Breves,PA,Norte,24h,2014,2012,94779,6,3,5,2,0,6.3305,3.1653,5.2754,2.1102,0.0
1501808,Breves,PA,Norte,24h,2014,2013,96444,6,3,4,2,1,6.2212,3.1106,4.1475,2.0737,1.0369
1501808,Breves,PA,Norte,24h,2014,2014,97351,3,1,2,2,1,3.0816,1.0272,2.0544,2.0544,1.0272
1501808,Breves,PA,Norte,24h,2014,2015,98231,2,2,2,2,0,2.036,2.036,2.036,2.036,0.0
1501808,Breves,PA,Norte,24h,2014,2016,99080,4,3,4,2,0,4.0371,3.0279,4.0371,2.0186,0.0
1501808,Breves,PA,Norte,24h,2014,2017,99896,2,1,0,2,2,2.0021,1.001,0.0,2.0021,2.0021
1501808,Breves,PA,Norte,24h,2014,2018,101891,12,7,7,6,3,11.7773,6.8701,6.8701,5.8886,2.9443
1501808,Breves,PA,Norte,24h,2014,2019,102701,45,34,21,19,12,43.8165,33.1058,20.4477,18.5003,11.6844
1502202,Capanema,PA,Norte,24h,2014,2009,64429,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1502202,Capanema,PA,Norte,24h,2014,2010,64284,1,1,1,1,0,1.5556,1.5556,1.5556,1.5556,0.0
1502202,Capanema,PA,Norte,24h,2014,2011,64140,1,0,1,1,0,1.5591,0.0,1.5591,1.5591,0.0
1502202,Capanema,PA,Norte,24h,2014,2012,64624,3,2,1,3,1,4.6422,3.0948,1.5474,4.6422,1.5474
1502202,Capanema,PA,Norte,24h,2014,2013,65498,14,12,3,12,5,21.3747,18.3212,4.5803,18.3212,7.6338
1502202,Capanema,PA,Norte,24h,2014,2014,65932,6,4,2,3,3,9.1003,6.0669,3.0334,4.5501,4.5501
1502202,Capanema,PA,Norte,24h,2014,2015,66353,6,4,2,1,2,9.0425,6.0284,3.0142,1.5071,3.0142
1502202,Capanema,PA,Norte,24h,2014,2016,66759,2,1,2,1,0,2.9959,1.4979,2.9959,1.4979,0.0
1502202,Capanema,PA,Norte,24h,2014,2017,67150,10,6,3,7,6,14.892,8.9352,4.4676,10.4244,8.9352
1502202,Capanema,PA,Norte,24h,2014,2018,68616,10,5,4,5,2,14.5739,7.2869,5.8295,7.2869,2.9148
1502202,Capanema,PA,Norte,24h,2014,2019,69027,75,71,3,37,30,108.6531,102.8583,4.3461,53.6022,43.4613
1502400,Castanhal,PA,Norte,comercial,0,2009,161497,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1502400,Castanhal,PA,Norte,comercial,0,2010,168806,4,1,4,2,1,2.3696,0.5924,2.3696,1.1848,0.5924
1502400,Castanhal,PA,Norte,comercial,0,2011,176116,5,2,5,2,0,2.839,1.1356,2.839,1.1356,0.0
1502400,Castanhal,PA,Norte,comercial,0,2012,178986,12,2,7,6,0,6.7044,1.1174,3.9109,3.3522,0.0
1502400,Castanhal,PA,Norte,comercial,0,2013,183917,7,2,4,3,0,3.8061,1.0874,2.1749,1.6312,0.0
1502400,Castanhal,PA,Norte,comercial,0,2014,186895,10,5,7,4,2,5.3506,2.6753,3.7454,2.1402,1.0701
1502400,Castanhal,PA,Norte,comercial,0,2015,189784,19,9,10,13,9,10.0114,4.7422,5.2691,6.8499,4.7422
1502400,Castanhal,PA,Norte,comercial,0,2016,192571,13,4,11,5,4,6.7508,2.0772,5.7122,2.5964,2.0772
1502400,Castanhal,PA,Norte,comercial,0,2017,195253,20,9,12,6,10,10.2431,4.6094,6.1459,3.0729,5.1216
1502400,Castanhal,PA,Norte,comercial,0,2018,198294,59,23,38,13,19,29.7538,11.5989,19.1635,6.5559,9.5817
1502400,Castanhal,PA,Norte,comercial,0,2019,200793,104,56,46,38,24,51.7946,27.8894,22.9092,18.925,11.9526
1503606,Itaituba,PA,Norte,comercial,0,2009,127848,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1503606,Itaituba,PA,Norte,comercial,0,2010,112776,3,2,1,2,2,2.6601,1.7734,0.8867,1.7734,1.7734
1503606,Itaituba,PA,Norte,comercial,0,2011,97704,17,12,6,7,11,17.3995,12.282,6.141,7.1645,11.2585
1503606,Itaituba,PA,Norte,comercial,0,2012,97908,6,5,4,4,1,6.1282,5.1068,4.0855,4.0855,1.0214
1503606,Itaituba,PA,Norte,comercial,0,2013,98363,8,5,5,4,4,8.1331,5.0832,5.0832,4.0666,4.0666
1503606,Itaituba,PA,Norte,comercial,0,2014,98405,15,7,9,1,7,15.2431,7.1135,9.1459,1.0162,7.1135
1503606,Itaituba,PA,Norte,comercial,0,2015,98446,7,4,3,3,2,7.1105,4.0631,3.0474,3.0474,2.0316
1503606,Itaituba,PA,Norte,comercial,0,2016,98485,9,5,4,4,6,9.1384,5.0769,4.0615,4.0615,6.0923
1503606,Itaituba,PA,Norte,comercial,0,2017,98523,3,1,2,1,1,3.045,1.015,2.03,1.015,1.015
1503606,Itaituba,PA,Norte,comercial,0,2018,101097,8,6,0,2,5,7.9132,5.9349,0.0,1.9783,4.9457
1503606,Itaituba,PA,Norte,comercial,0,2019,101247,3,2,0,2,1,2.9631,1.9754,0.0,1.9754,0.9877
1504208,Maraba,PA,Norte,comercial,0,2009,203049,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1504208,Maraba,PA,Norte,comercial,0,2010,220878,2,1,2,1,0,0.9055,0.4527,0.9055,0.4527,0.0
1504208,Maraba,PA,Norte,comercial,0,2011,238708,60,44,15,24,36,25.1353,18.4326,6.2838,10.0541,15.0812
1504208,Maraba,PA,Norte,comercial,0,2012,243583,27,24,3,13,13,11.0845,9.8529,1.2316,5.337,5.337
1504208,Maraba,PA,Norte,comercial,0,2013,251885,51,43,10,22,30,20.2473,17.0713,3.9701,8.7341,11.9102
1504208,Maraba,PA,Norte,comercial,0,2014,257062,34,26,10,12,20,13.2264,10.1143,3.8901,4.6681,7.7802
1504208,Maraba,PA,Norte,comercial,0,2015,262085,28,21,13,12,11,10.6836,8.0127,4.9602,4.5787,4.1971
1504208,Maraba,PA,Norte,comercial,0,2016,266932,35,17,21,9,14,13.112,6.3687,7.8672,3.3716,5.2448
1504208,Maraba,PA,Norte,comercial,0,2017,271594,63,38,34,18,33,23.1964,13.9915,12.5187,6.6275,12.1505
1504208,Maraba,PA,Norte,comercial,0,2018,275086,81,39,45,21,47,29.4453,14.1774,16.3585,7.634,17.0856
1504208,Maraba,PA,Norte,comercial,0,2019,279349,79,29,57,22,38,28.28,10.3813,20.4046,7.8755,13.6031
1505502,Paragominas,PA,Norte,24h,2014,2009,97350,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1505502,Paragominas,PA,Norte,24h,2014,2010,98405,1,1,1,1,0,1.0162,1.0162,1.0162,1.0162,0.0
1505502,Paragominas,PA,Norte,24h,2014,2011,99460,26,24,3,11,12,26.1412,24.1303,3.0163,11.0597,12.0652
1505502,Paragominas,PA,Norte,24h,2014,2012,101046,14,13,1,4,7,13.8551,12.8654,0.9896,3.9586,6.9275
1505502,Paragominas,PA,Norte,24h,2014,2013,103775,9,8,2,5,4,8.6726,7.709,1.9272,4.8181,3.8545
1505502,Paragominas,PA,Norte,24h,2014,2014,105417,18,12,7,7,6,17.075,11.3834,6.6403,6.6403,5.6917
1505502,Paragominas,PA,Norte,24h,2014,2015,107010,24,13,10,7,16,22.4278,12.1484,9.3449,6.5414,14.9519
1505502,Paragominas,PA,Norte,24h,2014,2016,108547,24,15,11,3,7,22.1102,13.8189,10.1339,2.7638,6.4488
1505502,Paragominas,PA,Norte,24h,2014,2017,110026,28,23,8,7,11,25.4485,20.9041,7.271,6.3621,9.9976
1505502,Paragominas,PA,Norte,24h,2014,2018,111764,29,18,7,6,11,25.9475,16.1054,6.2632,5.3685,9.8422
