id_municipio,municipio,uf,regiao,grupo,ano_implementacao,coorte,ano,populacao,tratado,pos_tratamento,tratamento_ativo,feminicidios,notificacoes,viol_fisica,viol_sexual,viol_psicologica,viol_parceiro,homicidios_gerais,homicidios_masc,taxa_feminicidios,taxa_notificacoes,taxa_viol_fisica,taxa_viol_sexual,taxa_viol_psicologica,taxa_viol_parceiro,taxa_homicidios_gerais,taxa_homicidios_masc
1100023,Ariquemes,TO,Norte,24h,2017,2017,2009,85541,1,0,0,11,10,8,1,0,0,94,83,12.8593,11.6903,9.3522,1.169,0.0,0.0,109.8888,97.0295
1100023,Ariquemes,TO,Norte,24h,2017,2017,2010,88556,1,0,0,0,39,36,3,2,4,50,50,0.0,44.0399,40.6522,3.3877,2.2585,4.5169,56.4614,56.4614
1100023,Ariquemes,TO,Norte,24h,2017,2017,2011,91570,1,0,0,1,55,53,1,2,23,60,59,1.0921,60.0633,57.8792,1.0921,2.1841,25.1174,65.5236,64.4316
1100023,Ariquemes,TO,Norte,24h,2017,2017,2012,92747,1,0,0,1,34,31,4,0,22,69,68,1.0782,36.6589,33.4243,4.3128,0.0,23.7204,74.3959,73.3177
1100023,Ariquemes,TO,Norte,24h,2017,2017,2013,101269,1,0,0,2,19,16,3,4,9,63,61,1.9749,18.7619,15.7995,2.9624,3.9499,8.8872,62.2105,60.2356
1100023,Ariquemes,TO,Norte,24h,2017,2017,2014,102860,1,0,0,4,29,21,18,16,6,50,46,3.8888,28.1937,20.4161,17.4995,15.5551,5.8332,48.6098,44.721
1100023,Ariquemes,TO,Norte,24h,2017,2017,2015,104401,1,0,0,7,46,20,20,9,18,55,48,6.7049,44.0609,19.1569,19.1569,8.6206,17.2412,52.6815,45.9766
1100023,Ariquemes,TO,Norte,24h,2017,2017,2016,105896,1,0,0,5,32,14,18,3,12,58,53,4.7216,30.2183,13.2205,16.9978,2.833,11.3319,54.7707,50.0491
1100023,Ariquemes,TO,Norte,24h,2017,2017,2017,107345,1,1,1,4,86,47,34,11,22,51,47,3.7263,80.1155,43.7841,31.6736,10.2473,20.4947,47.5104,43.7841
1100023,Ariquemes,TO,Norte,24h,2017,2017,2018,106168,1,1,1,2,80,56,15,20,21,44,42,1.8838,75.3523,52.7466,14.1286,18.8381,19.78,41.4437,39.5599
1100023,Ariquemes,TO,Norte,24h,2017,2017,2019,107863,1,1,1,5,121,53,14,31,26,36,31,4.6355,112.1793,49.1364,12.9794,28.7402,24.1047,33.3757,28.7402
1100049,Cacoal,RO,Norte,comercial,,0,2009,78675,0,0,0,2,0,0,0,0,0,20,18,2.5421,0.0,0.0,0.0,0.0,0.0,25.421,22.8789
1100049,Cacoal,RO,Norte,comercial,,0,2010,78817,0,0,0,2,0,0,0,0,0,25,23,2.5375,0.0,0.0,0.0,0.0,0.0,31.719,29.1815
1100049,Cacoal,RO,Norte,comercial,,0,2011,78959,0,0,0,2,0,0,0,0,0,11,9,2.533,0.0,0.0,0.0,0.0,0.0,13.9313,11.3983
1100049,Cacoal,RO,Norte,comercial,,0,2012,79330,0,0,0,4,9,8,6,8,3,16,12,5.0422,11.345,10.0845,7.5633,10.0845,3.7817,20.1689,15.1267
1100049,Cacoal,RO,Norte,comercial,,0,2013,85863,0,0,0,4,16,11,10,3,7,22,18,4.6586,18.6343,12.8111,11.6465,3.4939,8.1525,25.6222,20.9636
1100049,Cacoal,RO,Norte,comercial,,0,2014,86556,0,0,0,3,10,9,6,7,4,19,16,3.466,11.5532,10.3979,6.9319,8.0872,4.6213,21.9511,18.4851
1100049,Cacoal,RO,Norte,comercial,,0,2015,87226,0,0,0,2,15,12,2,5,7,35,33,2.2929,17.1967,13.7574,2.2929,5.7322,8.0251,40.1257,37.8328
1100049,Cacoal,RO,Norte,comercial,,0,2016,87877,0,0,0,3,24,22,1,8,9,41,38,3.4139,27.3109,25.035,1.138,9.1036,10.2416,46.6561,43.2423
1100049,Cacoal,RO,Norte,comercial,,0,2017,88507,0,0,0,3,27,14,9,8,8,23,20,3.3896,30.5061,15.818,10.1687,9.0388,9.0388,25.9866,22.5971
1100049,Cacoal,RO,Norte,comercial,,0,2018,84813,0,0,0,3,21,11,3,7,8,31,28,3.5372,24.7604,12.9697,3.5372,8.2535,9.4325,36.551,33.0138
1100049,Cacoal,RO,Norte,comercial,,0,2019,85359,0,0,0,3,48,12,8,2,5,23,20,3.5146,56.2331,14.0583,9.3722,2.343,5.8576,26.945,23.4305
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2009,40762,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.4533,2.4533
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2010,41348,0,0,0,5,2,1,2,1,0,12,7,12.0925,4.837,2.4185,4.837,2.4185,0.0,29.022,16.9295
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2011,41934,0,0,0,2,8,5,3,1,2,9,7,4.7694,19.0776,11.9235,7.1541,2.3847,4.7694,21.4623,16.6929
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2012,42202,0,0,0,1,43,42,3,3,33,10,9,2.3696,101.8909,99.5213,7.1087,7.1087,78.1953,23.6956,21.326
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2013,45761,0,0,0,1,30,30,0,7,21,7,6,2.1853,65.558,65.558,0.0,15.2969,45.8906,15.2969,13.1116
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2014,46203,0,0,0,1,14,13,0,4,14,10,9,2.1644,30.3011,28.1367,0.0,8.6574,30.3011,21.6436,19.4793
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2015,46632,0,0,0,1,24,20,2,11,13,7,6,2.1445,51.4668,42.889,4.2889,23.589,27.8779,15.0112,12.8667
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2016,47048,0,0,0,0,15,15,2,11,8,12,12,0.0,31.8823,31.8823,4.251,23.3804,17.0039,25.5059,25.5059
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2017,47451,0,0,0,2,16,13,1,2,8,5,3,4.2149,33.719,27.3967,2.1074,4.2149,16.8595,10.5372,6.3223
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2018,45783,0,0,0,1,25,20,4,3,16,6,5,2.1842,54.6054,43.6843,8.7369,6.5527,34.9475,13.1053,10.9211
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2019,46174,0,0,0,0,42,36,6,4,18,10,10,0.0,90.9603,77.966,12.9943,8.6629,38.983,21.6572,21.6572
1100114,Jaru,RO,Norte,24h,2014,2014,2009,53943,1,0,0,1,0,0,0,0,0,12,11,1.8538,0.0,0.0,0.0,0.0,0.0,22.2457,20.3919
1100114,Jaru,RO,Norte,24h,2014,2014,2010,52913,1,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,15.1192,15.1192
1100114,Jaru,RO,Norte,24h,2014,2014,2011,51883,1,0,0,0,3,3,0,0,3,10,9,0.0,5.7822,5.7822,0.0,0.0,5.7822,19.2741,17.3467
1100114,Jaru,RO,Norte,24h,2014,2014,2012,51765,1,0,0,2,0,0,0,0,0,8,6,3.8636,0.0,0.0,0.0,0.0,0.0,15.4545,11.5908
1100114,Jaru,RO,Norte,24h,2014,2014,2013,55597,1,0,0,1,6,5,0,0,2,17,16,1.7987,10.7919,8.9933,0.0,0.0,3.5973,30.5772,28.7785
1100114,Jaru,RO,Norte,24h,2014,2014,2014,55669,1,1,1,0,10,7,4,1,1,28,28,0.0,17.9633,12.5743,7.1853,1.7963,1.7963,50.2973,50.2973
1100114,Jaru,RO,Norte,24h,2014,2014,2015,55738,1,1,1,0,4,2,3,1,4,16,16,0.0,7.1764,3.5882,5.3823,1.7941,7.1764,28.7057,28.7057
1100114,Jaru,RO,Norte,24h,2014,2014,2016,55806,1,1,1,1,3,2,1,1,0,27,26,1.7919,5.3758,3.5838,1.7919,1.7919,0.0,48.3819,46.59
1100114,Jaru,RO,Norte,24h,2014,2014,2017,55871,1,1,1,5,8,4,5,4,2,27,22,8.9492,14.3187,7.1593,8.9492,7.1593,3.5797,48.3256,39.3764
1100114,Jaru,RO,Norte,24h,2014,2014,2018,51933,1,1,1,2,32,17,4,6,4,9,7,3.8511,61.6179,32.7345,7.7022,11.5533,7.7022,17.33,13.4789
1100114,Jaru,RO,Norte,24h,2014,2014,2019,51775,1,1,1,1,30,19,7,9,4,7,6,1.9314,57.943,36.6972,13.52,17.3829,7.7257,13.52,11.5886
1100122,Ji-Paraná,RO,Norte,comercial,,0,2009,111010,0,0,0,3,0,0,0,0,0,41,38,2.7025,0.0,0.0,0.0,0.0,0.0,36.9336,34.2312
1100122,Ji-Paraná,RO,Norte,comercial,,0,2010,114186,0,0,0,0,2,1,0,2,1,0,0,0.0,1.7515,0.8758,0.0,1.7515,0.8758,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,,0,2011,117363,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.7041,1.7041
1100122,Ji-Paraná,RO,Norte,comercial,,0,2012,118092,0,0,0,1,1,1,1,1,0,3,2,0.8468,0.8468,0.8468,0.8468,0.8468,0.0,2.5404,1.6936
1100122,Ji-Paraná,RO,Norte,comercial,,0,2013,128026,0,0,0,4,5,4,0,3,3,11,7,3.1244,3.9055,3.1244,0.0,2.3433,2.3433,8.592,5.4676
1100122,Ji-Paraná,RO,Norte,comercial,,0,2014,129242,0,0,0,4,3,3,1,1,0,23,19,3.095,2.3212,2.3212,0.7737,0.7737,0.0,17.7961,14.7011
1100122,Ji-Paraná,RO,Norte,comercial,,0,2015,130419,0,0,0,3,4,4,1,0,0,28,25,2.3003,3.067,3.067,0.7668,0.0,0.0,21.4693,19.169
1100122,Ji-Paraná,RO,Norte,comercial,,0,2016,131560,0,0,0,4,30,22,13,11,6,35,31,3.0404,22.8033,16.7224,9.8814,8.3612,4.5607,26.6038,23.5634
1100122,Ji-Paraná,RO,Norte,comercial,,0,2017,132667,0,0,0,4,46,42,7,10,7,36,32,3.0151,34.6733,31.6582,5.2764,7.5377,5.2764,27.1356,24.1205
1100122,Ji-Paraná,RO,Norte,comercial,,0,2018,127907,0,0,0,3,38,33,7,8,12,22,19,2.3455,29.7091,25.8,5.4727,6.2545,9.3818,17.2,14.8545
1100122,Ji-Paraná,RO,Norte,comercial,,0,2019,128969,0,0,0,4,91,78,8,23,16,18,13,3.1015,70.5596,60.4797,6.203,17.8337,12.4061,13.9568,10.0799
1100205,Porto Velho,RO,Norte,comercial,,0,2009,382829,0,0,0,23,71,40,40,15,27,187,164,6.0079,18.5461,10.4485,10.4485,3.9182,7.0528,48.8469,42.839
1100205,Porto Velho,RO,Norte,comercial,,0,2010,409280,0,0,0,14,69,23,52,25,24,215,200,3.4206,16.8589,5.6196,12.7052,6.1083,5.864,52.5313,48.8663
1100205,Porto Velho,RO,Norte,comercial,,0,2011,435732,0,0,0,20,84,48,38,21,34,189,169,4.59,19.2779,11.0159,8.721,4.8195,7.803,43.3753,38.7853
1100205,Porto Velho,RO,Norte,comercial,,0,2012,442701,0,0,0,19,77,34,48,20,29,198,179,4.2918,17.3932,7.6801,10.8425,4.5177,6.5507,44.7254,40.4336
1100205,Porto Velho,RO,Norte,comercial,,0,2013,484992,0,0,0,21,96,44,57,35,28,201,180,4.33,19.7941,9.0723,11.7528,7.2166,5.7733,41.444,37.114
1100205,Porto Velho,RO,Norte,comercial,,0,2014,494013,0,0,0,17,159,99,62,50,72,198,181,3.4412,32.1854,20.04,12.5503,10.1212,14.5745,40.0799,36.6387
1100205,Porto Velho,RO,Norte,comercial,,0,2015,502748,0,0,0,22,291,143,141,74,98,226,204,4.3759,57.8819,28.4437,28.0459,14.7191,19.4929,44.9529,40.577
1100205,Porto Velho,RO,Norte,comercial,,0,2016,511219,0,0,0,19,379,192,163,81,104,241,222,3.7166,74.1365,37.5573,31.8846,15.8445,20.3435,47.1422,43.4256
1100205,Porto Velho,RO,Norte,comercial,,0,2017,519436,0,0,0,20,370,189,151,66,97,203,182,3.8503,71.2311,36.3856,29.07,12.7061,18.6741,39.0808,35.038
1100205,Porto Velho,RO,Norte,comercial,,0,2018,519531,0,0,0,13,368,158,151,63,99,188,175,2.5023,70.8331,30.412,29.0647,12.1263,19.0556,36.1865,33.6842
1100205,Porto Velho,RO,Norte,comercial,,0,2019,529544,0,0,0,10,279,131,111,58,74,160,150,1.8884,52.6868,24.7383,20.9614,10.9528,13.9743,30.2147,28.3263
1100288,Rolim de Moura,RO,Norte,comercial,,0,2009,50499,0,0,0,3,0,0,0,0,0,8,5,5.9407,0.0,0.0,0.0,0.0,0.0,15.8419,9.9012
1100288,Rolim de Moura,RO,Norte,comercial,,0,2010,50699,0,0,0,2,0,0,0,0,0,8,6,3.9449,0.0,0.0,0.0,0.0,0.0,15.7794,11.8346
1100288,Rolim de Moura,RO,Norte,comercial,,0,2011,50899,0,0,0,1,0,0,0,0,0,7,6,1.9647,0.0,0.0,0.0,0.0,0.0,13.7527,11.7881
1100288,Rolim de Moura,RO,Norte,comercial,,0,2012,51142,0,0,0,2,2,1,1,1,0,7,5,3.9107,3.9107,1.9553,1.9553,1.9553,0.0,13.6874,9.7767
1100288,Rolim de Moura,RO,Norte,comercial,,0,2013,55357,0,0,0,1,4,4,0,1,3,12,11,1.8065,7.2258,7.2258,0.0,1.8065,5.4194,21.6775,19.871
1100288,Rolim de Moura,RO,Norte,comercial,,0,2014,55807,0,0,0,3,2,0,2,1,0,21,18,5.3757,3.5838,0.0,3.5838,1.7919,0.0,37.6297,32.254
1100288,Rolim de Moura,RO,Norte,comercial,,0,2015,56242,0,0,0,1,6,5,1,0,2,9,8,1.778,10.6682,8.8902,1.778,0.0,3.5561,16.0023,14.2242
1100288,Rolim de Moura,RO,Norte,comercial,,0,2016,56664,0,0,0,3,8,7,1,5,3,13,10,5.2944,14.1183,12.3535,1.7648,8.8239,5.2944,22.9423,17.6479
1100288,Rolim de Moura,RO,Norte,comercial,,0,2017,57074,0,0,0,6,68,58,4,33,19,13,7,10.5127,119.1436,101.6225,7.0084,57.8197,33.2901,22.7774,12.2648
1100288,Rolim de Moura,RO,Norte,comercial,,0,2018,54702,0,0,0,0,54,42,3,16,17,6,6,0.0,98.7167,76.7796,5.4843,29.2494,31.0775,10.9685,10.9685
1100288,Rolim de Moura,RO,Norte,comercial,,0,2019,55058,0,0,0,2,19,15,0,3,6,16,14,3.6325,34.5091,27.244,0.0,5.4488,10.8976,29.0603,25.4277
1100304,Vilhena,RO,Norte,comercial,,0,2009,69866,0,0,0,0,0,0,0,0,0,21,20,0.0,0.0,0.0,0.0,0.0,0.0,30.0575,28.6262
1100304,Vilhena,RO,Norte,comercial,,0,2010,73902,0,0,0,3,0,0,0,0,0,27,24,4.0594,0.0,0.0,0.0,0.0,0.0,36.5349,32.4754
1100304,Vilhena,RO,Norte,comercial,,0,2011,77937,0,0,0,3,19,16,1,9,7,16,13,3.8493,24.3787,20.5294,1.2831,11.5478,8.9816,20.5294,16.6801
1100304,Vilhena,RO,Norte,comercial,,0,2012,79616,0,0,0,3,58,45,6,18,23,22,19,3.7681,72.8497,56.5213,7.5362,22.6085,28.8887,27.6326,23.8645
1100304,Vilhena,RO,Norte,comercial,,0,2013,87727,0,0,0,4,26,24,2,4,16,26,22,4.5596,29.6374,27.3576,2.2798,4.5596,18.2384,29.6374,25.0778
1100304,Vilhena,RO,Norte,comercial,,0,2014,89797,0,0,0,2,28,23,3,9,11,38,36,2.2272,31.1814,25.6133,3.3409,10.0226,12.2499,42.3177,40.0904
1100304,Vilhena,RO,Norte,comercial,,0,2015,91801,0,0,0,5,36,29,4,6,12,55,50,5.4466,39.2153,31.5901,4.3573,6.5359,13.0718,59.9122,54.4656
1100304,Vilhena,RO,Norte,comercial,,0,2016,93745,0,0,0,5,47,35,10,18,13,56,51,5.3336,50.136,37.3353,10.6672,19.201,13.8674,59.7365,54.4029
1100304,Vilhena,RO,Norte,comercial,,0,2017,95630,0,0,0,4,80,66,6,16,17,38,34,4.1828,83.6558,69.016,6.2742,16.7312,17.7768,39.7365,35.5537
1100304,Vilhena,RO,Norte,comercial,,0,2018,97448,0,0,0,4,153,51,8,5,15,40,36,4.1048,157.0068,52.3356,8.2095,5.1309,15.3928,41.0475,36.9428
1100304,Vilhena,RO,Norte,comercial,,0,2019,99854,0,0,0,4,153,61,6,4,25,32,28,4.0058,153.2237,61.0892,6.0088,4.0058,25.0366,32.0468,28.0409
1302603,Manaus,AM,Norte,comercial,,0,2009,1738641,0,0,0,47,695,269,483,368,78,757,710,2.7033,39.9737,15.4719,27.7803,21.166,4.4863,43.5398,40.8365
1302603,Manaus,AM,Norte,comercial,,0,2010,1785532,0,0,0,48,839,462,553,581,255,844,796,2.6883,46.9888,25.8746,30.9712,32.5393,14.2815,47.2688,44.5806
1302603,Manaus,AM,Norte,comercial,,0,2011,1832424,0,0,0,55,1098,547,736,575,237,1030,975,3.0015,59.9206,29.8512,40.1654,31.3792,12.9337,56.2097,53.2082
1302603,Manaus,AM,Norte,comercial,,0,2012,1861838,0,0,0,72,1263,530,924,766,234,1052,980,3.8671,67.8362,28.4665,49.6284,41.1421,12.5682,56.5033,52.6362
1302603,Manaus,AM,Norte,comercial,,0,2013,1982177,0,0,0,63,1628,675,1081,1205,408,863,800,3.1783,82.1319,34.0535,54.536,60.7917,20.5834,43.538,40.3597
1302603,Manaus,AM,Norte,comercial,,0,2014,2020301,0,0,0,59,1470,519,1019,731,292,924,864,2.9204,72.7614,25.6892,50.438,36.1827,14.4533,45.7358,42.7659
1302603,Manaus,AM,Norte,comercial,,0,2015,2057711,0,0,0,75,1351,465,840,584,318,1136,1061,3.6448,65.6555,22.5979,40.8221,28.3811,15.4541,55.207,51.5621
1302603,Manaus,AM,Norte,comercial,,0,2016,2094391,0,0,0,74,1177,264,808,304,209,1008,933,3.5332,56.1977,12.6051,38.5792,14.515,9.979,48.1285,44.5476
1302603,Manaus,AM,Norte,comercial,,0,2017,2130264,0,0,0,69,1531,347,1077,416,342,1192,1123,3.239,71.869,16.2891,50.5571,19.5281,16.0543,55.9555,52.7165
1302603,Manaus,AM,Norte,comercial,,0,2018,2145444,0,0,0,84,1343,224,1028,247,239,1053,969,3.9153,62.5978,10.4407,47.9155,11.5128,11.1399,49.0807,45.1655
1302603,Manaus,AM,Norte,comercial,,0,2019,2182763,0,0,0,81,1441,507,838,281,212,1090,1007,3.7109,66.0172,23.2274,38.3917,12.8736,9.7125,49.9367,46.1342
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2009,139819,1,1,1,3,6,4,6,5,0,37,33,2.1456,4.2913,2.8608,4.2913,3.5761,0.0,26.4628,23.6019
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2010,141302,1,1,1,3,19,12,17,10,3,30,27,2.1231,13.4464,8.4924,12.031,7.077,2.1231,21.2311,19.108
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2011,142785,1,1,1,1,24,12,22,14,4,37,36,0.7004,16.8085,8.4042,15.4078,9.805,2.8014,25.9131,25.2127
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2012,144415,1,1,1,0,34,9,34,17,5,53,53,0.0,23.5433,6.232,23.5433,11.7716,3.4622,36.6998,36.6998
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2013,147267,1,1,1,3,57,12,57,14,5,51,48,2.0371,38.7052,8.1485,38.7052,9.5065,3.3952,34.631,32.5939
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2014,148873,1,1,1,3,36,11,36,20,12,68,65,2.0151,24.1817,7.3888,24.1817,13.4343,8.0606,45.6765,43.6614
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2015,150431,1,1,1,5,40,18,36,33,4,58,53,3.3238,26.5903,11.9656,23.9312,21.937,2.659,38.5559,35.2321
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2016,151934,1,1,1,5,58,27,52,31,12,56,51,3.2909,38.1745,17.7709,34.2254,20.4036,7.8982,36.8581,33.5672
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2017,153380,1,1,1,4,76,32,52,40,25,93,89,2.6079,49.5501,20.8632,33.9027,26.079,16.2994,60.6337,58.0258
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2018,156292,1,1,1,1,60,26,42,36,17,79,77,0.6398,38.3897,16.6355,26.8728,23.0338,10.8771,50.5464,49.2668
1500107,Abaetetuba,PA,Norte,24h,2009,2009,2019,157698,1,1,1,5,59,18,43,37,15,59,54,3.1706,37.4133,11.4142,27.2673,23.4626,9.5119,37.4133,34.2427
1500602,Altamira,PA,Norte,comercial,,0,2009,98750,0,0,0,4,0,0,0,0,0,50,46,4.0506,0.0,0.0,0.0,0.0,0.0,50.6329,46.5823
1500602,Altamira,PA,Norte,comercial,,0,2010,99743,0,0,0,3,3,3,0,2,1,64,61,3.0077,3.0077,3.0077,0.0,2.0052,1.0026,64.1649,61.1572
1500602,Altamira,PA,Norte,comercial,,0,2011,100736,0,0,0,7,16,14,7,6,6,76,69,6.9489,15.8831,13.8977,6.9489,5.9562,5.9562,75.4447,68.4959
1500602,Altamira,PA,Norte,comercial,,0,2012,102343,0,0,0,4,5,5,0,1,1,87,83,3.9084,4.8855,4.8855,0.0,0.9771,0.9771,85.0083,81.0998
1500602,Altamira,PA,Norte,comercial,,0,2013,105106,0,0,0,7,16,10,9,7,3,105,98,6.6599,15.2227,9.5142,8.5628,6.6599,2.8543,99.8991,93.2392
1500602,Altamira,PA,Norte,comercial,,0,2014,106768,0,0,0,5,345,183,28,214,240,118,111,4.6831,323.1305,171.3997,26.2251,200.4346,224.7865,110.52,103.9637
1500602,Altamira,PA,Norte,comercial,,0,2015,108382,0,0,0,9,446,178,29,340,326,136,125,8.304,411.5074,164.2339,26.7572,313.7052,300.788,125.4821,115.3328
1500602,Altamira,PA,Norte,comercial,,0,2016,109938,0,0,0,8,372,126,38,248,248,98,90,7.2768,338.3725,114.6101,34.5649,225.5817,225.5817,89.1412,81.8643
1500602,Altamira,PA,Norte,comercial,,0,2017,111435,0,0,0,18,386,137,70,239,240,178,160,16.1529,346.3903,122.9416,62.8169,214.4748,215.3722,159.7344,143.5815
1500602,Altamira,PA,Norte,comercial,,0,2018,113195,0,0,0,9,559,157,100,471,310,105,96,7.9509,493.8381,138.6987,88.3431,416.0961,273.8637,92.7603,84.8094
1500602,Altamira,PA,Norte,comercial,,0,2019,114594,0,0,0,9,673,229,127,611,358,160,151,7.8538,587.2908,199.8359,110.826,533.1867,312.4073,139.6234,131.7696
1500800,Ananindeua,PA,Norte,24h,2018,2018,2009,505512,1,0,0,29,32,15,32,17,1,410,381,5.7368,6.3302,2.9673,6.3302,3.3629,0.1978,81.1059,75.3691
1500800,Ananindeua,PA,Norte,24h,2018,2018,2010,491756,1,0,0,48,154,58,149,92,15,744,696,9.7609,31.3163,11.7945,30.2996,18.7085,3.0503,151.2945,141.5336
1500800,Ananindeua,PA,Norte,24h,2018,2018,2011,477999,1,0,0,40,135,45,128,66,10,569,529,8.3682,28.2427,9.4142,26.7783,13.8076,2.0921,119.0379,110.6697
1500800,Ananindeua,PA,Norte,24h,2018,2018,2012,483821,1,0,0,38,131,49,111,40,12,608,569,7.8541,27.0761,10.1277,22.9424,8.2675,2.4803,125.6663,117.6055
1500800,Ananindeua,PA,Norte,24h,2018,2018,2013,493976,1,0,0,34,230,91,194,61,31,616,582,6.8829,46.561,18.4219,39.2732,12.3488,6.2756,124.7024,117.8195
1500800,Ananindeua,PA,Norte,24h,2018,2018,2014,499776,1,0,0,28,262,111,175,167,81,501,472,5.6025,52.4235,22.21,35.0157,33.415,16.2073,100.2449,94.4423
1500800,Ananindeua,PA,Norte,24h,2018,2018,2015,505404,1,0,0,57,242,136,180,170,38,617,556,11.2781,47.8825,26.9092,35.6151,33.6365,7.5187,122.0806,110.011
1500800,Ananindeua,PA,Norte,24h,2018,2018,2016,510834,1,0,0,46,432,156,186,232,192,708,662,9.0049,84.5676,30.5383,36.411,45.4159,37.5856,138.5969,129.592
1500800,Ananindeua,PA,Norte,24h,2018,2018,2017,516057,1,0,0,38,181,61,128,73,28,594,556,7.3635,35.0736,11.8204,24.8035,14.1457,5.4258,115.1036,107.74
1500800,Ananindeua,PA,Norte,24h,2018,2018,2018,525566,1,1,1,47,209,102,132,83,37,586,539,8.9427,39.7667,19.4076,25.1158,15.7925,7.04,111.4988,102.5561
1500800,Ananindeua,PA,Norte,24h,2018,2018,2019,530598,1,1,1,25,198,75,114,84,25,346,321,4.7117,37.3164,14.135,21.4852,15.8312,4.7117,65.2094,60.4978
1501402,Belém,PA,Norte,24h,2014,2014,2009,1437600,1,0,0,31,105,55,102,66,13,644,612,2.1564,7.3038,3.8258,7.0952,4.591,0.9043,44.7969,42.571
1501402,Belém,PA,Norte,24h,2014,2014,2010,1419828,1,0,0,36,432,187,420,258,42,768,732,2.5355,30.4262,13.1706,29.581,18.1712,2.9581,54.0911,51.5555
1501402,Belém,PA,Norte,24h,2014,2014,2011,1402056,1,0,0,33,526,289,328,234,110,576,543,2.3537,37.5163,20.6126,23.3942,16.6898,7.8456,41.0825,38.7288
1501402,Belém,PA,Norte,24h,2014,2014,2012,1410430,1,0,0,49,555,239,386,185,82,646,597,3.4741,39.3497,16.9452,27.3675,13.1166,5.8138,45.8016,42.3275
1501402,Belém,PA,Norte,24h,2014,2014,2013,1425922,1,0,0,42,855,414,554,204,174,694,652,2.9455,59.9612,29.0338,38.8521,14.3065,12.2026,48.6703,45.7248
1501402,Belém,PA,Norte,24h,2014,2014,2014,1432844,1,1,1,57,971,444,526,470,296,711,654,3.9781,67.7673,30.9873,36.7102,32.8019,20.6582,49.6216,45.6435
1501402,Belém,PA,Norte,24h,2014,2014,2015,1439561,1,1,1,41,994,587,500,619,275,710,669,2.8481,69.0488,40.7763,34.7328,42.9992,19.103,49.3206,46.4725
1501402,Belém,PA,Norte,24h,2014,2014,2016,1446042,1,1,1,73,1800,894,591,1305,889,928,852,5.0483,124.4777,61.8239,40.8702,90.2463,61.4782,64.1752,58.9195
1501402,Belém,PA,Norte,24h,2014,2014,2017,1452275,1,1,1,74,766,303,441,258,170,1022,948,5.0955,52.7448,20.8638,30.3661,17.7652,11.7058,70.3723,65.2769
1501402,Belém,PA,Norte,24h,2014,2014,2018,1485732,1,1,1,79,745,385,431,351,144,986,907,5.3172,50.1436,25.9132,29.0093,23.6247,9.6922,66.3646,61.0473
1501402,Belém,PA,Norte,24h,2014,2014,2019,1492745,1,1,1,49,1113,487,605,563,152,533,484,3.2825,74.5606,32.6245,40.5294,37.7158,10.1826,35.706,32.4235
1501709,Bragança,PA,Norte,24h,2014,2014,2009,107060,1,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,4.6703,4.6703
1501709,Bragança,PA,Norte,24h,2014,2014,2010,110890,1,0,0,3,3,1,3,2,1,29,25,2.7054,2.7054,0.9018,2.7054,1.8036,0.9018,26.152,22.5449
1501709,Bragança,PA,Norte,24h,2014,2014,2011,114720,1,0,0,0,3,1,3,2,1,14,14,0.0,2.6151,0.8717,2.6151,1.7434,0.8717,12.2036,12.2036
1501709,Bragança,PA,Norte,24h,2014,2014,2012,116164,1,0,0,2,3,0,3,1,1,43,41,1.7217,2.5826,0.0,2.5826,0.8609,0.8609,37.0166,35.2949
1501709,Bragança,PA,Norte,24h,2014,2014,2013,118678,1,0,0,0,10,2,10,6,1,41,41,0.0,8.4262,1.6852,8.4262,5.0557,0.8426,34.5473,34.5473
1501709,Bragança,PA,Norte,24h,2014,2014,2014,120124,1,1,1,1,113,88,19,59,48,29,28,0.8325,94.0695,73.2576,15.817,49.1159,39.9587,24.1417,23.3092
