id_municipio,ano,homicidios_gerais,taxa_homicidios_gerais,homicidios_masc,taxa_homicidios_masc
5218003,2010,6,14.4516,6,14.4516
5218003,2011,6,14.0951,3,7.0475
5218003,2012,8,18.7034,7,16.3655
5218003,2013,7,15.8138,4,9.0365
5218003,2014,7,15.7183,5,11.2274
5218003,2015,10,22.3224,9,20.0902
5218003,2016,9,19.9756,9,19.9756
5218003,2017,11,24.2799,11,24.2799
5218003,2018,7,15.5035,5,11.074
5218003,2019,9,19.8264,8,17.6235
5220454,2009,21,27.0929,20,25.8028
5220454,2010,13,15.8189,10,12.1684
5220454,2011,32,36.8456,28,32.2399
5220454,2012,55,61.6758,52,58.3117
5220454,2013,66,69.4605,60,63.1459
5220454,2014,52,53.2138,48,49.1204
5220454,2015,76,75.7221,73,72.7331
5220454,2016,55,53.4255,51,49.5401
5220454,2017,53,50.2565,48,45.5153
5220454,2018,52,46.3359,49,43.6627
5220454,2019,70,60.6738,66,57.2068
5221403,2009,3,2.8577,3,2.8577
5221403,2010,1,0.9468,1,0.9468
5221403,2011,3,2.8234,2,1.8822
5221403,2012,40,37.0487,40,37.0487
5221403,2013,69,60.8214,63,55.5325
5221403,2014,40,34.641,37,32.043
5221403,2015,70,59.5978,66,56.1922
5221403,2016,55,46.0694,51,42.7189
5221403,2017,68,56.0751,60,49.478
5221403,2018,75,59.843,73,58.2472
5221403,2019,60,47.0223,58,45.4549
5221858,2009,76,61.5664,70,56.7059
5221858,2010,96,74.0307,87,67.0903
5221858,2011,110,80.9365,104,76.5218
5221858,2012,91,65.5903,83,59.8241
5221858,2013,72,49.0818,67,45.6733
5221858,2014,78,51.9983,73,48.665
5221858,2015,85,55.4631,83,54.1581
5221858,2016,77,49.2268,70,44.7516
5221858,2017,60,37.6176,56,35.1097
5221858,2018,84,50.9947,77,46.7451
5221858,2019,63,37.3958,58,34.4279
5300108,2009,1016,38.9737,931,35.7131
5300108,2010,904,34.6567,814,31.2064
5300108,2011,986,37.7778,900,34.4828
5300108,2012,1045,39.4558,959,36.2087
5300108,2013,942,33.7663,857,30.7195
5300108,2014,969,33.9717,884,30.9918
5300108,2015,832,28.5437,752,25.7991
5300108,2016,830,27.8784,752,25.2585
5300108,2017,643,21.1552,594,19.543
5300108,2018,582,19.565,519,17.4471
5300108,2019,510,16.9139,450,14.924
