id_municipio,municipio,uf,regiao,grupo,ano_implementacao,first_treat,ano,populacao,tratado,pos_tratamento,tratamento_ativo,feminicidios,notificacoes,viol_fisica,viol_sexual,viol_psicologica,viol_parceiro,taxa_feminicidios,taxa_notificacoes,taxa_viol_fisica,taxa_viol_sexual,taxa_viol_psicologica,taxa_viol_parceiro
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2009,85541,1,0,0,11,10,8,1,0,0,12.8593,11.6903,9.3522,1.169,0.0,0.0
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2010,88556,1,0,0,0,39,36,3,2,4,0.0,44.0399,40.6522,3.3877,2.2585,4.5169
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2011,91570,1,0,0,1,55,53,1,2,23,1.0921,60.0633,57.8792,1.0921,2.1841,25.1174
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2012,92747,1,0,0,1,34,31,4,0,22,1.0782,36.6589,33.4243,4.3128,0.0,23.7204
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2013,101269,1,0,0,2,19,16,3,4,9,1.9749,18.7619,15.7995,2.9624,3.9499,8.8872
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2014,102860,1,0,0,4,29,21,18,16,6,3.8888,28.1937,20.4161,17.4995,15.5551,5.8332
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2015,104401,1,0,0,7,46,20,20,9,18,6.7049,44.0609,19.1569,19.1569,8.6206,17.2412
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2016,105896,1,0,0,5,32,14,18,3,12,4.7216,30.2183,13.2205,16.9978,2.833,11.3319
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2017,107345,1,1,1,4,86,47,34,11,22,3.7263,80.1155,43.7841,31.6736,10.2473,20.4947
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2018,106168,1,1,1,2,80,56,15,20,21,1.8838,75.3523,52.7466,14.1286,18.8381,19.78
1100023,Ariquemes,TO,Norte,24h,2017.0,2017,2019,107863,1,1,1,5,121,53,14,31,26,4.6355,112.1793,49.1364,12.9794,28.7402,24.1047
1100049,Cacoal,RO,Norte,comercial,,0,2009,78675,0,0,0,2,0,0,0,0,0,2.5421,0.0,0.0,0.0,0.0,0.0
1100049,Cacoal,RO,Norte,comercial,,0,2010,78817,0,0,0,2,0,0,0,0,0,2.5375,0.0,0.0,0.0,0.0,0.0
1100049,Cacoal,RO,Norte,comercial,,0,2011,78959,0,0,0,2,0,0,0,0,0,2.533,0.0,0.0,0.0,0.0,0.0
1100049,Cacoal,RO,Norte,comercial,,0,2012,79330,0,0,0,4,9,8,6,8,3,5.0422,11.345,10.0845,7.5633,10.0845,3.7817
1100049,Cacoal,RO,Norte,comercial,,0,2013,85863,0,0,0,4,16,11,10,3,7,4.6586,18.6343,12.8111,11.6465,3.4939,8.1525
1100049,Cacoal,RO,Norte,comercial,,0,2014,86556,0,0,0,3,10,9,6,7,4,3.466,11.5532,10.3979,6.9319,8.0872,4.6213
1100049,Cacoal,RO,Norte,comercial,,0,2015,87226,0,0,0,2,15,12,2,5,7,2.2929,17.1967,13.7574,2.2929,5.7322,8.0251
1100049,Cacoal,RO,Norte,comercial,,0,2016,87877,0,0,0,3,24,22,1,8,9,3.4139,27.3109,25.035,1.138,9.1036,10.2416
1100049,Cacoal,RO,Norte,comercial,,0,2017,88507,0,0,0,3,27,14,9,8,8,3.3896,30.5061,15.818,10.1687,9.0388,9.0388
1100049,Cacoal,RO,Norte,comercial,,0,2018,84813,0,0,0,3,21,11,3,7,8,3.5372,24.7604,12.9697,3.5372,8.2535,9.4325
1100049,Cacoal,RO,Norte,comercial,,0,2019,85359,0,0,0,3,48,12,8,2,5,3.5146,56.2331,14.0583,9.3722,2.343,5.8576
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2009,40762,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2010,41348,0,0,0,5,2,1,2,1,0,12.0925,4.837,2.4185,4.837,2.4185,0.0
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2011,41934,0,0,0,2,8,5,3,1,2,4.7694,19.0776,11.9235,7.1541,2.3847,4.7694
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2012,42202,0,0,0,1,43,42,3,3,33,2.3696,101.8909,99.5213,7.1087,7.1087,78.1953
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2013,45761,0,0,0,1,30,30,0,7,21,2.1853,65.558,65.558,0.0,15.2969,45.8906
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2014,46203,0,0,0,1,14,13,0,4,14,2.1644,30.3011,28.1367,0.0,8.6574,30.3011
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2015,46632,0,0,0,1,24,20,2,11,13,2.1445,51.4668,42.889,4.2889,23.589,27.8779
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2016,47048,0,0,0,0,15,15,2,11,8,0.0,31.8823,31.8823,4.251,23.3804,17.0039
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2017,47451,0,0,0,2,16,13,1,2,8,4.2149,33.719,27.3967,2.1074,4.2149,16.8595
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2018,45783,0,0,0,1,25,20,4,3,16,2.1842,54.6054,43.6843,8.7369,6.5527,34.9475
1100106,Guarajá Mirim,RO,Norte,comercial,,0,2019,46174,0,0,0,0,42,36,6,4,18,0.0,90.9603,77.966,12.9943,8.6629,38.983
1100114,Jaru,RO,Norte,24h,2014.0,2014,2009,53943,1,0,0,1,0,0,0,0,0,1.8538,0.0,0.0,0.0,0.0,0.0
1100114,Jaru,RO,Norte,24h,2014.0,2014,2010,52913,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1100114,Jaru,RO,Norte,24h,2014.0,2014,2011,51883,1,0,0,0,3,3,0,0,3,0.0,5.7822,5.7822,0.0,0.0,5.7822
1100114,Jaru,RO,Norte,24h,2014.0,2014,2012,51765,1,0,0,2,0,0,0,0,0,3.8636,0.0,0.0,0.0,0.0,0.0
1100114,Jaru,RO,Norte,24h,2014.0,2014,2013,55597,1,0,0,1,6,5,0,0,2,1.7987,10.7919,8.9933,0.0,0.0,3.5973
1100114,Jaru,RO,Norte,24h,2014.0,2014,2014,55669,1,1,1,0,10,7,4,1,1,0.0,17.9633,12.5743,7.1853,1.7963,1.7963
1100114,Jaru,RO,Norte,24h,2014.0,2014,2015,55738,1,1,1,0,4,2,3,1,4,0.0,7.1764,3.5882,5.3823,1.7941,7.1764
1100114,Jaru,RO,Norte,24h,2014.0,2014,2016,55806,1,1,1,1,3,2,1,1,0,1.7919,5.3758,3.5838,1.7919,1.7919,0.0
1100114,Jaru,RO,Norte,24h,2014.0,2014,2017,55871,1,1,1,5,8,4,5,4,2,8.9492,14.3187,7.1593,8.9492,7.1593,3.5797
1100114,Jaru,RO,Norte,24h,2014.0,2014,2018,51933,1,1,1,2,32,17,4,6,4,3.8511,61.6179,32.7345,7.7022,11.5533,7.7022
1100114,Jaru,RO,Norte,24h,2014.0,2014,2019,51775,1,1,1,1,30,19,7,9,4,1.9314,57.943,36.6972,13.52,17.3829,7.7257
1100122,Ji-Paraná,RO,Norte,comercial,,0,2009,111010,0,0,0,3,0,0,0,0,0,2.7025,0.0,0.0,0.0,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,,0,2010,114186,0,0,0,0,2,1,0,2,1,0.0,1.7515,0.8758,0.0,1.7515,0.8758
1100122,Ji-Paraná,RO,Norte,comercial,,0,2011,117363,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,,0,2012,118092,0,0,0,1,1,1,1,1,0,0.8468,0.8468,0.8468,0.8468,0.8468,0.0
1100122,Ji-Paraná,RO,Norte,comercial,,0,2013,128026,0,0,0,4,5,4,0,3,3,3.1244,3.9055,3.1244,0.0,2.3433,2.3433
1100122,Ji-Paraná,RO,Norte,comercial,,0,2014,129242,0,0,0,4,3,3,1,1,0,3.095,2.3212,2.3212,0.7737,0.7737,0.0
1100122,Ji-Paraná,RO,Norte,comercial,,0,2015,130419,0,0,0,3,4,4,1,0,0,2.3003,3.067,3.067,0.7668,0.0,0.0
1100122,Ji-Paraná,RO,Norte,comercial,,0,2016,131560,0,0,0,4,30,22,13,11,6,3.0404,22.8033,16.7224,9.8814,8.3612,4.5607
1100122,Ji-Paraná,RO,Norte,comercial,,0,2017,132667,0,0,0,4,46,42,7,10,7,3.0151,34.6733,31.6582,5.2764,7.5377,5.2764
1100122,Ji-Paraná,RO,Norte,comercial,,0,2018,127907,0,0,0,3,38,33,7,8,12,2.3455,29.7091,25.8,5.4727,6.2545,9.3818
1100122,Ji-Paraná,RO,Norte,comercial,,0,2019,128969,0,0,0,4,91,78,8,23,16,3.1015,70.5596,60.4797,6.203,17.8337,12.4061
1100205,Porto Velho,RO,Norte,comercial,,0,2009,382829,0,0,0,23,71,40,40,15,27,6.0079,18.5461,10.4485,10.4485,3.9182,7.0528
1100205,Porto Velho,RO,Norte,comercial,,0,2010,409280,0,0,0,14,69,23,52,25,24,3.4206,16.8589,5.6196,12.7052,6.1083,5.864
1100205,Porto Velho,RO,Norte,comercial,,0,2011,435732,0,0,0,20,84,48,38,21,34,4.59,19.2779,11.0159,8.721,4.8195,7.803
1100205,Porto Velho,RO,Norte,comercial,,0,2012,442701,0,0,0,19,77,34,48,20,29,4.2918,17.3932,7.6801,10.8425,4.5177,6.5507
1100205,Porto Velho,RO,Norte,comercial,,0,2013,484992,0,0,0,21,96,44,57,35,28,4.33,19.7941,9.0723,11.7528,7.2166,5.7733
1100205,Porto Velho,RO,Norte,comercial,,0,2014,494013,0,0,0,17,159,99,62,50,72,3.4412,32.1854,20.04,12.5503,10.1212,14.5745
1100205,Porto Velho,RO,Norte,comercial,,0,2015,502748,0,0,0,22,291,143,141,74,98,4.3759,57.8819,28.4437,28.0459,14.7191,19.4929
1100205,Porto Velho,RO,Norte,comercial,,0,2016,511219,0,0,0,19,379,192,163,81,104,3.7166,74.1365,37.5573,31.8846,15.8445,20.3435
1100205,Porto Velho,RO,Norte,comercial,,0,2017,519436,0,0,0,20,370,189,151,66,97,3.8503,71.2311,36.3856,29.07,12.7061,18.6741
1100205,Porto Velho,RO,Norte,comercial,,0,2018,519531,0,0,0,13,368,158,151,63,99,2.5023,70.8331,30.412,29.0647,12.1263,19.0556
1100205,Porto Velho,RO,Norte,comercial,,0,2019,529544,0,0,0,10,279,131,111,58,74,1.8884,52.6868,24.7383,20.9614,10.9528,13.9743
1100288,Rolim de Moura,RO,Norte,comercial,,0,2009,50499,0,0,0,3,0,0,0,0,0,5.9407,0.0,0.0,0.0,0.0,0.0
1100288,Rolim de Moura,RO,Norte,comercial,,0,2010,50699,0,0,0,2,0,0,0,0,0,3.9449,0.0,0.0,0.0,0.0,0.0
1100288,Rolim de Moura,RO,Norte,comercial,,0,2011,50899,0,0,0,1,0,0,0,0,0,1.9647,0.0,0.0,0.0,0.0,0.0
1100288,Rolim de Moura,RO,Norte,comercial,,0,2012,51142,0,0,0,2,2,1,1,1,0,3.9107,3.9107,1.9553,1.9553,1.9553,0.0
1100288,Rolim de Moura,RO,Norte,comercial,,0,2013,55357,0,0,0,1,4,4,0,1,3,1.8065,7.2258,7.2258,0.0,1.8065,5.4194
1100288,Rolim de Moura,RO,Norte,comercial,,0,2014,55807,0,0,0,3,2,0,2,1,0,5.3757,3.5838,0.0,3.5838,1.7919,0.0
1100288,Rolim de Moura,RO,Norte,comercial,,0,2015,56242,0,0,0,1,6,5,1,0,2,1.778,10.6682,8.8902,1.778,0.0,3.5561
1100288,Rolim de Moura,RO,Norte,comercial,,0,2016,56664,0,0,0,3,8,7,1,5,3,5.2944,14.1183,12.3535,1.7648,8.8239,5.2944
1100288,Rolim de Moura,RO,Norte,comercial,,0,2017,57074,0,0,0,6,68,58,4,33,19,10.5127,119.1436,101.6225,7.0084,57.8197,33.2901
1100288,Rolim de Moura,RO,Norte,comercial,,0,2018,54702,0,0,0,0,54,42,3,16,17,0.0,98.7167,76.7796,5.4843,29.2494,31.0775
1100288,Rolim de Moura,RO,Norte,comercial,,0,2019,55058,0,0,0,2,19,15,0,3,6,3.6325,34.5091,27.244,0.0,5.4488,10.8976
1100304,Vilhena,RO,Norte,comercial,,0,2009,69866,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1100304,Vilhena,RO,Norte,comercial,,0,2010,73902,0,0,0,3,0,0,0,0,0,4.0594,0.0,0.0,0.0,0.0,0.0
1100304,Vilhena,RO,Norte,comercial,,0,2011,77937,0,0,0,3,19,16,1,9,7,3.8493,24.3787,20.5294,1.2831,11.5478,8.9816
1100304,Vilhena,RO,Norte,comercial,,0,2012,79616,0,0,0,3,58,45,6,18,23,3.7681,72.8497,56.5213,7.5362,22.6085,28.8887
1100304,Vilhena,RO,Norte,comercial,,0,2013,87727,0,0,0,4,26,24,2,4,16,4.5596,29.6374,27.3576,2.2798,4.5596,18.2384
1100304,Vilhena,RO,Norte,comercial,,0,2014,89797,0,0,0,2,28,23,3,9,11,2.2272,31.1814,25.6133,3.3409,10.0226,12.2499
1100304,Vilhena,RO,Norte,comercial,,0,2015,91801,0,0,0,5,36,29,4,6,12,5.4466,39.2153,31.5901,4.3573,6.5359,13.0718
1100304,Vilhena,RO,Norte,comercial,,0,2016,93745,0,0,0,5,47,35,10,18,13,5.3336,50.136,37.3353,10.6672,19.201,13.8674
1100304,Vilhena,RO,Norte,comercial,,0,2017,95630,0,0,0,4,80,66,6,16,17,4.1828,83.6558,69.016,6.2742,16.7312,17.7768
1100304,Vilhena,RO,Norte,comercial,,0,2018,97448,0,0,0,4,153,51,8,5,15,4.1048,157.0068,52.3356,8.2095,5.1309,15.3928
1100304,Vilhena,RO,Norte,comercial,,0,2019,99854,0,0,0,4,153,61,6,4,25,4.0058,153.2237,61.0892,6.0088,4.0058,25.0366
1302603,Manaus,AM,Norte,comercial,,0,2009,1738641,0,0,0,47,695,269,483,368,78,2.7033,39.9737,15.4719,27.7803,21.166,4.4863
1302603,Manaus,AM,Norte,comercial,,0,2010,1785532,0,0,0,48,839,462,553,581,255,2.6883,46.9888,25.8746,30.9712,32.5393,14.2815
1302603,Manaus,AM,Norte,comercial,,0,2011,1832424,0,0,0,55,1098,547,736,575,237,3.0015,59.9206,29.8512,40.1654,31.3792,12.9337
1302603,Manaus,AM,Norte,comercial,,0,2012,1861838,0,0,0,72,1263,530,924,766,234,3.8671,67.8362,28.4665,49.6284,41.1421,12.5682
1302603,Manaus,AM,Norte,comercial,,0,2013,1982177,0,0,0,63,1628,675,1081,1205,408,3.1783,82.1319,34.0535,54.536,60.7917,20.5834
1302603,Manaus,AM,Norte,comercial,,0,2014,2020301,0,0,0,59,1470,519,1019,731,292,2.9204,72.7614,25.6892,50.438,36.1827,14.4533
1302603,Manaus,AM,Norte,comercial,,0,2015,2057711,0,0,0,75,1351,465,840,584,318,3.6448,65.6555,22.5979,40.8221,28.3811,15.4541
1302603,Manaus,AM,Norte,comercial,,0,2016,2094391,0,0,0,74,1177,264,808,304,209,3.5332,56.1977,12.6051,38.5792,14.515,9.979
1302603,Manaus,AM,Norte,comercial,,0,2017,2130264,0,0,0,69,1531,347,1077,416,342,3.239,71.869,16.2891,50.5571,19.5281,16.0543
1302603,Manaus,AM,Norte,comercial,,0,2018,2145444,0,0,0,84,1343,224,1028,247,239,3.9153,62.5978,10.4407,47.9155,11.5128,11.1399
1302603,Manaus,AM,Norte,comercial,,0,2019,2182763,0,0,0,81,1441,507,838,281,212,3.7109,66.0172,23.2274,38.3917,12.8736,9.7125
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2009,139819,1,1,1,3,6,4,6,5,0,2.1456,4.2913,2.8608,4.2913,3.5761,0.0
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2010,141302,1,1,1,3,19,12,17,10,3,2.1231,13.4464,8.4924,12.031,7.077,2.1231
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2011,142785,1,1,1,1,24,12,22,14,4,0.7004,16.8085,8.4042,15.4078,9.805,2.8014
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2012,144415,1,1,1,0,34,9,34,17,5,0.0,23.5433,6.232,23.5433,11.7716,3.4622
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2013,147267,1,1,1,3,57,12,57,14,5,2.0371,38.7052,8.1485,38.7052,9.5065,3.3952
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2014,148873,1,1,1,3,36,11,36,20,12,2.0151,24.1817,7.3888,24.1817,13.4343,8.0606
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2015,150431,1,1,1,5,40,18,36,33,4,3.3238,26.5903,11.9656,23.9312,21.937,2.659
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2016,151934,1,1,1,5,58,27,52,31,12,3.2909,38.1745,17.7709,34.2254,20.4036,7.8982
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2017,153380,1,1,1,4,76,32,52,40,25,2.6079,49.5501,20.8632,33.9027,26.079,16.2994
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2018,156292,1,1,1,1,60,26,42,36,17,0.6398,38.3897,16.6355,26.8728,23.0338,10.8771
1500107,Abaetetuba,PA,Norte,24h,2009.0,2009,2019,157698,1,1,1,5,59,18,43,37,15,3.1706,37.4133,11.4142,27.2673,23.4626,9.5119
1500602,Altamira,PA,Norte,comercial,,0,2009,98750,0,0,0,4,0,0,0,0,0,4.0506,0.0,0.0,0.0,0.0,0.0
1500602,Altamira,PA,Norte,comercial,,0,2010,99743,0,0,0,3,3,3,0,2,1,3.0077,3.0077,3.0077,0.0,2.0052,1.0026
1500602,Altamira,PA,Norte,comercial,,0,2011,100736,0,0,0,7,16,14,7,6,6,6.9489,15.8831,13.8977,6.9489,5.9562,5.9562
1500602,Altamira,PA,Norte,comercial,,0,2012,102343,0,0,0,4,5,5,0,1,1,3.9084,4.8855,4.8855,0.0,0.9771,0.9771
1500602,Altamira,PA,Norte,comercial,,0,2013,105106,0,0,0,7,16,10,9,7,3,6.6599,15.2227,9.5142,8.5628,6.6599,2.8543
1500602,Altamira,PA,Norte,comercial,,0,2014,106768,0,0,0,5,345,183,28,214,240,4.6831,323.1305,171.3997,26.2251,200.4346,224.7865
1500602,Altamira,PA,Norte,comercial,,0,2015,108382,0,0,0,9,446,178,29,340,326,8.304,411.5074,164.2339,26.7572,313.7052,300.788
1500602,Altamira,PA,Norte,comercial,,0,2016,109938,0,0,0,8,372,126,38,248,248,7.2768,338.3725,114.6101,34.5649,225.5817,225.5817
1500602,Altamira,PA,Norte,comercial,,0,2017,111435,0,0,0,18,386,137,70,239,240,16.1529,346.3903,122.9416,62.8169,214.4748,215.3722
1500602,Altamira,PA,Norte,comercial,,0,2018,113195,0,0,0,9,559,157,100,471,310,7.9509,493.8381,138.6987,88.3431,416.0961,273.8637
1500602,Altamira,PA,Norte,comercial,,0,2019,114594,0,0,0,9,673,229,127,611,358,7.8538,587.2908,199.8359,110.826,533.1867,312.4073
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2009,505512,1,0,0,29,32,15,32,17,1,5.7368,6.3302,2.9673,6.3302,3.3629,0.1978
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2010,491756,1,0,0,48,154,58,149,92,15,9.7609,31.3163,11.7945,30.2996,18.7085,3.0503
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2011,477999,1,0,0,40,135,45,128,66,10,8.3682,28.2427,9.4142,26.7783,13.8076,2.0921
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2012,483821,1,0,0,38,131,49,111,40,12,7.8541,27.0761,10.1277,22.9424,8.2675,2.4803
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2013,493976,1,0,0,34,230,91,194,61,31,6.8829,46.561,18.4219,39.2732,12.3488,6.2756
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2014,499776,1,0,0,28,262,111,175,167,81,5.6025,52.4235,22.21,35.0157,33.415,16.2073
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2015,505404,1,0,0,57,242,136,180,170,38,11.2781,47.8825,26.9092,35.6151,33.6365,7.5187
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2016,510834,1,0,0,46,432,156,186,232,192,9.0049,84.5676,30.5383,36.411,45.4159,37.5856
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2017,516057,1,0,0,38,181,61,128,73,28,7.3635,35.0736,11.8204,24.8035,14.1457,5.4258
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2018,525566,1,1,1,47,209,102,132,83,37,8.9427,39.7667,19.4076,25.1158,15.7925,7.04
1500800,Ananindeua,PA,Norte,24h,2018.0,2018,2019,530598,1,1,1,25,198,75,114,84,25,4.7117,37.3164,14.135,21.4852,15.8312,4.7117
1501402,Belém,PA,Norte,24h,2014.0,2014,2009,1437600,1,0,0,31,105,55,102,66,13,2.1564,7.3038,3.8258,7.0952,4.591,0.9043
1501402,Belém,PA,Norte,24h,2014.0,2014,2010,1419828,1,0,0,36,432,187,420,258,42,2.5355,30.4262,13.1706,29.581,18.1712,2.9581
1501402,Belém,PA,Norte,24h,2014.0,2014,2011,1402056,1,0,0,33,526,289,328,234,110,2.3537,37.5163,20.6126,23.3942,16.6898,7.8456
1501402,Belém,PA,Norte,24h,2014.0,2014,2012,1410430,1,0,0,49,555,239,386,185,82,3.4741,39.3497,16.9452,27.3675,13.1166,5.8138
1501402,Belém,PA,Norte,24h,2014.0,2014,2013,1425922,1,0,0,42,855,414,554,204,174,2.9455,59.9612,29.0338,38.8521,14.3065,12.2026
1501402,Belém,PA,Norte,24h,2014.0,2014,2014,1432844,1,1,1,57,971,444,526,470,296,3.9781,67.7673,30.9873,36.7102,32.8019,20.6582
1501402,Belém,PA,Norte,24h,2014.0,2014,2015,1439561,1,1,1,41,994,587,500,619,275,2.8481,69.0488,40.7763,34.7328,42.9992,19.103
1501402,Belém,PA,Norte,24h,2014.0,2014,2016,1446042,1,1,1,73,1800,894,591,1305,889,5.0483,124.4777,61.8239,40.8702,90.2463,61.4782
1501402,Belém,PA,Norte,24h,2014.0,2014,2017,1452275,1,1,1,74,766,303,441,258,170,5.0955,52.7448,20.8638,30.3661,17.7652,11.7058
1501402,Belém,PA,Norte,24h,2014.0,2014,2018,1485732,1,1,1,79,745,385,431,351,144,5.3172,50.1436,25.9132,29.0093,23.6247,9.6922
1501402,Belém,PA,Norte,24h,2014.0,2014,2019,1492745,1,1,1,49,1113,487,605,563,152,3.2825,74.5606,32.6245,40.5294,37.7158,10.1826
1501709,Bragança,PA,Norte,24h,2014.0,2014,2009,107060,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1501709,Bragança,PA,Norte,24h,2014.0,2014,2010,110890,1,0,0,3,3,1,3,2,1,2.7054,2.7054,0.9018,2.7054,1.8036,0.9018
1501709,Bragança,PA,Norte,24h,2014.0,2014,2011,114720,1,0,0,0,3,1,3,2,1,0.0,2.6151,0.8717,2.6151,1.7434,0.8717
1501709,Bragança,PA,Norte,24h,2014.0,2014,2012,116164,1,0,0,2,3,0,3,1,1,1.7217,2.5826,0.0,2.5826,0.8609,0.8609
1501709,Bragança,PA,Norte,24h,2014.0,2014,2013,118678,1,0,0,0,10,2,10,6,1,0.0,8.4262,1.6852,8.4262,5.0557,0.8426
1501709,Bragança,PA,Norte,24h,2014.0,2014,2014,120124,1,1,1,1,113,88,19,59,48,0.8325,94.0695,73.2576,15.817,49.1159,39.9587
1501709,Bragança,PA,Norte,24h,2014.0,2014,2015,121528,1,1,1,4,89,61,31,54,36,3.2914,73.2342,50.1942,25.5085,44.4342,29.6228
1501709,Bragança,PA,Norte,24h,2014.0,2014,2016,122881,1,1,1,4,6,4,3,2,1,3.2552,4.8828,3.2552,2.4414,1.6276,0.8138
1501709,Bragança,PA,Norte,24h,2014.0,2014,2017,124184,1,1,1,5,13,4,13,5,4,4.0263,10.4683,3.221,10.4683,4.0263,3.221
1501709,Bragança,PA,Norte,24h,2014.0,2014,2018,126436,1,1,1,1,15,3,13,4,1,0.7909,11.8637,2.3727,10.2819,3.1637,0.7909
1501709,Bragança,PA,Norte,24h,2014.0,2014,2019,127686,1,1,1,2,36,24,12,8,5,1.5663,28.1942,18.7961,9.3981,6.2654,3.9159
1501808,Breves,PA,Norte,24h,2014.0,2014,2009,101094,1,0,0,1,0,0,0,0,0,0.9892,0.0,0.0,0.0,0.0,0.0
1501808,Breves,PA,Norte,24h,2014.0,2014,2010,97464,1,0,0,1,17,17,2,5,6,1.026,17.4423,17.4423,2.052,5.1301,6.1561
1501808,Breves,PA,Norte,24h,2014.0,2014,2011,93835,1,0,0,2,8,5,5,5,3,2.1314,8.5256,5.3285,5.3285,5.3285,3.1971
1501808,Breves,PA,Norte,24h,2014.0,2014,2012,94779,1,0,0,2,6,3,5,2,0,2.1102,6.3305,3.1653,5.2754,2.1102,0.0
1501808,Breves,PA,Norte,24h,2014.0,2014,2013,96444,1,0,0,0,6,3,4,2,1,0.0,6.2212,3.1106,4.1475,2.0737,1.0369
1501808,Breves,PA,Norte,24h,2014.0,2014,2014,97351,1,1,1,0,3,1,2,2,1,0.0,3.0816,1.0272,2.0544,2.0544,1.0272
1501808,Breves,PA,Norte,24h,2014.0,2014,2015,98231,1,1,1,2,2,2,2,2,0,2.036,2.036,2.036,2.036,2.036,0.0
1501808,Breves,PA,Norte,24h,2014.0,2014,2016,99080,1,1,1,1,4,3,4,2,0,1.0093,4.0371,3.0279,4.0371,2.0186,0.0
1501808,Breves,PA,Norte,24h,2014.0,2014,2017,99896,1,1,1,1,2,1,0,2,2,1.001,2.0021,1.001,0.0,2.0021,2.0021
1501808,Breves,PA,Norte,24h,2014.0,2014,2018,101891,1,1,1,0,12,7,7,6,3,0.0,11.7773,6.8701,6.8701,5.8886,2.9443
1501808,Breves,PA,Norte,24h,2014.0,2014,2019,102701,1,1,1,2,45,34,21,19,12,1.9474,43.8165,33.1058,20.4477,18.5003,11.6844
1502202,Capanema,PA,Norte,24h,2014.0,2014,2009,64429,1,0,0,1,0,0,0,0,0,1.5521,0.0,0.0,0.0,0.0,0.0
1502202,Capanema,PA,Norte,24h,2014.0,2014,2010,64284,1,0,0,1,1,1,1,1,0,1.5556,1.5556,1.5556,1.5556,1.5556,0.0
1502202,Capanema,PA,Norte,24h,2014.0,2014,2011,64140,1,0,0,0,1,0,1,1,0,0.0,1.5591,0.0,1.5591,1.5591,0.0
1502202,Capanema,PA,Norte,24h,2014.0,2014,2012,64624,1,0,0,0,3,2,1,3,1,0.0,4.6422,3.0948,1.5474,4.6422,1.5474
1502202,Capanema,PA,Norte,24h,2014.0,2014,2013,65498,1,0,0,0,14,12,3,12,5,0.0,21.3747,18.3212,4.5803,18.3212,7.6338
1502202,Capanema,PA,Norte,24h,2014.0,2014,2014,65932,1,1,1,2,6,4,2,3,3,3.0334,9.1003,6.0669,3.0334,4.5501,4.5501
1502202,Capanema,PA,Norte,24h,2014.0,2014,2015,66353,1,1,1,0,6,4,2,1,2,0.0,9.0425,6.0284,3.0142,1.5071,3.0142
1502202,Capanema,PA,Norte,24h,2014.0,2014,2016,66759,1,1,1,1,2,1,2,1,0,1.4979,2.9959,1.4979,2.9959,1.4979,0.0
1502202,Capanema,PA,Norte,24h,2014.0,2014,2017,67150,1,1,1,1,10,6,3,7,6,1.4892,14.892,8.9352,4.4676,10.4244,8.9352
