id_municipio,ano,populacao
3204906,2010,106034
3204906,2011,110454
3204906,2012,111832
3204906,2013,120725
3204906,2014,122668
3204906,2015,124575
3204906,2016,126437
3204906,2017,128449
3204906,2018,128542
3204906,2019,130611
3205002,2009,404688
3205002,2010,410358
3205002,2011,416029
3205002,2012,422569
3205002,2013,467318
3205002,2014,476428
3205002,2015,485376
3205002,2016,494109
3205002,2017,502618
3205002,2018,507598
3205002,2019,517510
3205069,2009,20028
3205069,2010,20402
3205069,2011,20776
3205069,2012,21094
3205069,2013,22873
3205069,2014,23313
3205069,2015,23744
3205069,2016,24165
3205069,2017,24575
3205069,2018,24800
3205069,2019,25277
3205101,2009,60829
3205101,2010,63358
3205101,2011,65888
3205101,2012,66745
3205101,2013,72115
3205101,2014,73318
3205101,2015,74499
3205101,2016,75652
3205101,2017,76776
3205101,2018,76954
3205101,2019,78239
3205200,2009,413548
3205200,2010,416701
3205200,2011,419854
3205200,2012,424948
3205200,2013,458489
3205200,2014,465690
3205200,2015,472762
3205200,2016,479664
3205200,2017,486388
3205200,2018,486208
3205200,2019,493838
3205309,2009,320156
3205309,2010,325341
3205309,2011,330526
3205309,2012,333162
3205309,2013,348268
3205309,2014,352104
3205309,2015,355875
3205309,2016,359555
3205309,2017,363140
3205309,2018,358267
3205309,2019,362097
3300704,2009,186004
3300704,2010,188396
3300704,2011,190787
3300704,2012,195197
3300704,2013,200380
3300704,2014,204486
3300704,2015,208451
3300704,2016,212289
3300704,2017,216030
3300704,2018,222528
3300704,2019,226525
3301702,2009,872762
3301702,2010,866960
3301702,2011,861158
3301702,2012,867067
3301702,2013,873921
3301702,2014,878402
3301702,2015,882729
3301702,2016,886917
3301702,2017,890997
3301702,2018,914383
3301702,2019,919596
3303302,2009,479384
3303302,2010,484552
3303302,2011,489720
3303302,2012,491807
3303302,2013,494200
3303302,2014,495470
3303302,2015,496696
3303302,2016,497883
3303302,2017,499028
3303302,2018,511786
3303302,2019,513584
3303500,2009,865089
3303500,2010,832068
3303500,2011,799047
3303500,2012,801746
3303500,2013,804815
3303500,2014,806177
3303500,2015,807492
3303500,2016,797435
3303500,2017,798647
3303500,2018,818875
3303500,2019,821128
3304904,2009,991382
3304904,2010,999724
