id_municipio,ano,pib_per_capita,log_pib_per_capita
4302808,2009,12384.12,9.4242
4302808,2010,12202.29,9.4094
4302808,2011,13439.99,9.506
4302808,2012,14568.34,9.5866
4302808,2013,18075.59,9.8023
4302808,2014,19187.34,9.862
4302808,2015,20927.02,9.9488
4302808,2016,22617.25,10.0265
4302808,2017,23439.89,10.0622
4302808,2018,24245.09,10.096
4302808,2019,25736.08,10.1556
4305108,2009,30669.18,10.331
4305108,2010,38687.59,10.5633
4305108,2011,42599.15,10.6596
4305108,2012,45088.37,10.7164
4305108,2013,45984.86,10.7361
4305108,2014,47682.48,10.7723
4305108,2015,43452.15,10.6794
4305108,2016,41878.73,10.6425
4305108,2017,45123.9,10.7172
4305108,2018,49140.25,10.8024
4305108,2019,52596.39,10.8704
4309209,2009,20782.35,9.9419
4309209,2010,27694.72,10.229
4309209,2011,31016.25,10.3423
4309209,2012,32462.43,10.3878
4309209,2013,37887.92,10.5424
4309209,2014,40239.21,10.6026
4309209,2015,35743.26,10.4841
4309209,2016,36975.03,10.518
4309209,2017,44756.84,10.709
4309209,2018,43234.61,10.6744
4309209,2019,44000.56,10.692
4310207,2009,15158.32,9.6263
4310207,2010,20482.44,9.9273
4310207,2011,26135.23,10.171
4310207,2012,29736.23,10.3001
4310207,2013,30705.38,10.3322
4310207,2014,31212.89,10.3486
4310207,2015,34167.31,10.439
4310207,2016,37268.87,10.5259
4310207,2017,37991.77,10.5451
4310207,2018,42106.97,10.648
4310207,2019,48904.41,10.7976
4313409,2009,17652.1,9.7786
4313409,2010,22285.87,10.0117
4313409,2011,25942.29,10.1636
4313409,2012,27246.74,10.2127
4313409,2013,28468.07,10.2565
4313409,2014,31444.06,10.356
4313409,2015,32660.48,10.3939
4313409,2016,33146.73,10.4087
4313409,2017,35751.47,10.4843
4313409,2018,38239.66,10.5516
4313409,2019,39581.74,10.5861
4314100,2009,17611.81,9.7763
4314100,2010,20898.43,9.9474
4314100,2011,24990.03,10.1262
4314100,2012,31771.36,10.3663
4314100,2013,37199.2,10.524
4314100,2014,37753.41,10.5388
4314100,2015,39733.81,10.59
4314100,2016,42177.06,10.6496
4314100,2017,43444.68,10.6792
4314100,2018,45352.52,10.7222
4314100,2019,48415.23,10.7876
4314407,2009,10214.32,9.2315
4314407,2010,12544.96,9.4371
4314407,2011,16014.25,9.6812
4314407,2012,17412.93,9.765
4314407,2013,17489.33,9.7693
4314407,2014,19465.28,9.8764
4314407,2015,21557.99,9.9785
4314407,2016,23579.82,10.0681
4314407,2017,24441.88,10.1041
4314407,2018,25912.63,10.1625
4314407,2019,27601.28,10.2256
4314902,2009,26002.28,10.1659
4314902,2010,29990.7,10.3086
4314902,2011,34171.95,10.4392
4314902,2012,38260.96,10.5522
4314902,2013,39460.23,10.583
4314902,2014,43456.95,10.6795
4314902,2015,46133.13,10.7393
4314902,2016,49111.38,10.8018
4314902,2017,49371.68,10.8071
4314902,2018,52181.5,10.8625
4314902,2019,55480.66,10.9238
4316907,2009,12809.46,9.4579
4316907,2010,15080.36,9.6211
4316907,2011,17430.02,9.7659
4316907,2012,19119.25,9.8585
4316907,2013,21043.4,9.9543
4316907,2014,23562.6,10.0674
4316907,2015,23026.71,10.0444
4316907,2016,24173.98,10.093
4316907,2017,25907.25,10.1623
4316907,2018,27802.11,10.2329
4316907,2019,31074.62,10.3441
4318705,2009,17636.94,9.7778
4318705,2010,20852.07,9.9452
4318705,2011,22038.69,10.0006
4318705,2012,24511.07,10.1069
4318705,2013,25997.56,10.1658
4318705,2014,29717.58,10.2995
4318705,2015,30351.56,10.3206
4318705,2016,31340.58,10.3527
4318705,2017,34351.56,10.4444
4318705,2018,38386.09,10.5555
4318705,2019,42657.21,10.661
5001102,2009,10006.23,9.211
5001102,2010,11540.15,9.3536
5001102,2011,12229.77,9.4116
5001102,2012,12895.57,9.4646
5001102,2013,14283.71,9.5669
5001102,2014,16270.67,9.6971
5001102,2015,17137.57,9.749
5001102,2016,18572.53,9.8294
5001102,2017,19334.99,9.8697
5001102,2018,19386.93,9.8724
5001102,2019,20073.8,9.9072
5002704,2009,16876.91,9.7337
5002704,2010,19452.76,9.8757
5002704,2011,22127.83,10.0046
5002704,2012,23787.23,10.0769
5002704,2013,24905.06,10.1228
5002704,2014,28255.84,10.2491
5002704,2015,28350.45,10.2524
5002704,2016,29458.83,10.2907
5002704,2017,30933.62,10.3396
5002704,2018,32941.82,10.4025
5002704,2019,33730.45,10.4262
5003207,2009,15310.59,9.6363
5003207,2010,18291.52,9.8142
5003207,2011,20315.15,9.9191
5003207,2012,23319.64,10.0571
5003207,2013,24829.0,10.1198
5003207,2014,28709.83,10.265
5003207,2015,25234.43,10.136
5003207,2016,24068.94,10.0887
5003207,2017,26114.73,10.1703
5003207,2018,27578.76,10.2248
5003207,2019,24960.25,10.125
5003306,2009,13986.91,9.5459
5003306,2010,16281.2,9.6978
5003306,2011,17862.24,9.7904
5003306,2012,18981.76,9.8512
5003306,2013,20386.76,9.9226
5003306,2014,22953.85,10.0412
5003306,2015,23753.52,10.0755
5003306,2016,24581.72,10.1098
5003306,2017,25208.14,10.1349
5003306,2018,26818.95,10.1969
5003306,2019,26685.0,10.1919
5003702,2009,17024.46,9.7424
5003702,2010,19400.29,9.873
5003702,2011,24190.67,10.0937
5003702,2012,27244.31,10.2126
5003702,2013,27098.98,10.2073
5003702,2014,33096.34,10.4072
5003702,2015,34271.65,10.4421
5003702,2016,36325.3,10.5003
5003702,2017,38197.49,10.5505
5003702,2018,38427.67,10.5565
5003702,2019,42505.96,10.6574
5003801,2009,9167.39,9.1234
5003801,2010,10209.01,9.231
5003801,2011,13036.21,9.4755
5003801,2012,13708.26,9.5258
5003801,2013,16065.47,9.6844
5003801,2014,17110.4,9.7474
5003801,2015,18589.96,9.8304
5003801,2016,21015.36,9.953
5003801,2017,24540.17,10.1081
5003801,2018,25939.64,10.1635
5003801,2019,25693.31,10.154
5005004,2009,9495.78,9.1586
5005004,2010,10752.86,9.2829
5005004,2011,12289.81,9.4165
5005004,2012,13514.68,9.5115
5005004,2013,15060.88,9.6199
5005004,2014,17394.15,9.7639
5005004,2015,17925.73,9.794
5005004,2016,20787.41,9.9421
5005004,2017,20512.27,9.9288
5005004,2018,23317.17,10.0569
5005004,2019,22873.01,10.0377
5005707,2009,15944.79,9.6769
5005707,2010,17412.41,9.7649
5005707,2011,21054.27,9.9549
5005707,2012,23106.01,10.0478
5005707,2013,23964.0,10.0843
5005707,2014,26641.26,10.1902
5005707,2015,26301.76,10.1774
5005707,2016,28756.11,10.2666
5005707,2017,27845.25,10.2344
5005707,2018,34044.44,10.4354
5005707,2019,34781.92,10.4569
5006200,2009,14948.21,9.6123
5006200,2010,18742.97,9.8386
5006200,2011,23725.38,10.0743
5006200,2012,26231.06,10.1747
5006200,2013,28676.08,10.2638
5006200,2014,33892.88,10.431
5006200,2015,30851.94,10.337
5006200,2016,35250.52,10.4702
5006200,2017,38165.45,10.5497
5006200,2018,39156.14,10.5753
5006200,2019,39723.07,10.5897
5006309,2009,12938.18,9.4679
5006309,2010,15175.19,9.6274
5006309,2011,17157.87,9.7502
5006309,2012,18431.52,9.8218
5006309,2013,21174.04,9.9605
5006309,2014,24461.69,10.1049
5006309,2015,26659.04,10.1909
5006309,2016,28149.4,10.2453
5006309,2017,28562.02,10.2598
5006309,2018,31362.87,10.3534
5006309,2019,32585.44,10.3916
5006606,2009,12121.61,9.4027
5006606,2010,13543.61,9.5137
5006606,2011,16495.68,9.7109
5006606,2012,19013.54,9.8529
5006606,2013,21322.36,9.9675
5006606,2014,24529.07,10.1076
5006606,2015,26033.03,10.1671
5006606,2016,29307.55,10.2856
5006606,2017,29490.41,10.2918
5006606,2018,33621.62,10.4229
5006606,2019,34797.86,10.4573
5008305,2009,31588.69,10.3606
5008305,2010,40585.54,10.6112
5008305,2011,42418.41,10.6553
5008305,2012,47997.58,10.7789
5008305,2013,59237.51,10.9893
5008305,2014,64857.24,11.0799
5008305,2015,69237.58,11.1453
5008305,2016,79902.02,11.2886
5008305,2017,86278.05,11.3653
5008305,2018,96635.76,11.4787
5008305,2019,85304.88,11.354
5101803,2009,14751.34,9.5991
5101803,2010,15752.54,9.6648
5101803,2011,18446.94,9.8227
5101803,2012,19315.19,9.8686
5101803,2013,21145.25,9.9592
5101803,2014,23877.38,10.0807
5101803,2015,26560.16,10.1872
5101803,2016,29781.8,10.3017
5101803,2017,29755.33,10.3008
5101803,2018,32227.07,10.3806
5101803,2019,34656.41,10.4532
5102504,2009,9272.09,9.1348
5102504,2010,10199.81,9.2301
5102504,2011,11474.79,9.3479
5102504,2012,12556.44,9.438
5102504,2013,13344.57,9.4989
5102504,2014,15763.77,9.6655
5102504,2015,17169.87,9.7509
5102504,2016,18870.73,9.8454
5102504,2017,19900.52,9.8985
5102504,2018,20104.68,9.9087
5102504,2019,20259.8,9.9164
5103403,2009,20087.05,9.9078
5103403,2010,22661.91,10.0284
5103403,2011,24159.8,10.0924
5103403,2012,28426.67,10.2551
5103403,2013,30638.98,10.33
5103403,2014,35644.44,10.4813
5103403,2015,36566.9,10.5069
5103403,2016,37950.89,10.544
5103403,2017,39496.82,10.584
5103403,2018,39593.92,10.5864
5103403,2019,40184.94,10.6012
5107602,2009,24829.7,10.1198
5107602,2010,25343.87,10.1403
5107602,2011,27697.71,10.2291
5107602,2012,27316.14,10.2152
5107602,2013,32388.6,10.3856
5107602,2014,36100.03,10.494
5107602,2015,38674.7,10.5629
5107602,2016,43348.43,10.677
5107602,2017,43198.78,10.6736
5107602,2018,47113.58,10.7603
5107602,2019,48841.63,10.7963
5107958,2009,16548.55,9.7141
5107958,2010,17506.73,9.7703
5107958,2011,19425.38,9.8743
5107958,2012,20532.41,9.9298
5107958,2013,23012.69,10.0438
5107958,2014,24764.25,10.1172
5107958,2015,26336.68,10.1787
5107958,2016,30627.03,10.3296
5107958,2017,30517.2,10.326
5107958,2018,31833.48,10.3683
5107958,2019,33024.73,10.405
5108402,2009,13835.32,9.535
5108402,2010,15776.69,9.6663
5108402,2011,17395.56,9.764
5108402,2012,18988.8,9.8516
5108402,2013,20106.72,9.9088
5108402,2014,22217.82,10.0086
5108402,2015,23336.88,10.0578
5108402,2016,26947.43,10.2016
5108402,2017,28814.9,10.2686
5108402,2018,28962.24,10.2737
5108402,2019,29976.67,10.3082
5200258,2009,4283.57,8.3625
5200258,2010,5005.95,8.5184
5200258,2011,5479.67,8.6088
5200258,2012,6379.68,8.7609
5200258,2013,6945.37,8.8458
5200258,2014,7836.24,8.9665
5200258,2015,8250.14,9.018
5200258,2016,8499.41,9.0478
5200258,2017,9110.55,9.1172
5200258,2018,9125.18,9.1188
5200258,2019,9523.59,9.1615
5201108,2009,26150.62,10.1716
5201108,2010,32796.02,10.3981
5201108,2011,34716.64,10.455
5201108,2012,33728.94,10.4261
5201108,2013,33245.37,10.4117
5201108,2014,35152.18,10.4674
5201108,2015,36293.81,10.4994
5201108,2016,34657.21,10.4533
5201108,2017,37882.06,10.5422
5201108,2018,37104.8,10.5215
5201108,2019,36430.11,10.5032
5201405,2009,9886.53,9.1989
5201405,2010,11904.49,9.3847
5201405,2011,15605.86,9.6554
5201405,2012,17666.87,9.7794
5201405,2013,19394.45,9.8727
5201405,2014,22837.32,10.0362
5201405,2015,22081.12,10.0025
5201405,2016,22104.12,10.0035
5201405,2017,23774.8,10.0764
5201405,2018,23254.48,10.0543
5201405,2019,23782.62,10.0767
5204508,2009,16060.0,9.6841
5204508,2010,17148.37,9.7497
5204508,2011,19992.94,9.9031
5204508,2012,21957.75,9.9969
5204508,2013,22429.75,10.0181
5204508,2014,24717.26,10.1153
5204508,2015,27215.79,10.2116
5204508,2016,26651.18,10.1906
5204508,2017,27534.56,10.2232
5204508,2018,29460.95,10.2908
5204508,2019,30086.68,10.3118
5205109,2009,57956.55,10.9674
5205109,2010,59231.28,10.9892
5205109,2011,59256.49,10.9896
5205109,2012,72931.17,11.1973
5205109,2013,64705.47,11.0776
5205109,2014,59075.89,10.9866
5205109,2015,57498.68,10.9595
5205109,2016,56143.89,10.9357
5205109,2017,60886.97,11.0168
5205109,2018,61833.98,11.0322
5205109,2019,63103.22,11.0525
5208004,2009,8892.88,9.093
5208004,2010,10968.3,9.3028
5208004,2011,12230.32,9.4117
5208004,2012,14145.58,9.5572
5208004,2013,14360.0,9.5722
5208004,2014,15547.92,9.6517
5208004,2015,17239.25,9.7549
5208004,2016,18413.22,9.8208
5208004,2017,19925.92,9.8998
5208004,2018,18844.53,9.844
5208004,2019,20265.78,9.9167
5208608,2009,9649.89,9.1747
5208608,2010,11559.98,9.3553
5208608,2011,12637.17,9.4444
5208608,2012,13662.19,9.5224
5208608,2013,15098.92,9.6224
5208608,2014,16141.13,9.6891
5208608,2015,16703.0,9.7233
5208608,2016,18950.14,9.8496
5208608,2017,19663.99,9.8865
5208608,2018,21135.42,9.9587
5208608,2019,22165.62,10.0063
5208707,2009,19618.57,9.8842
5208707,2010,22335.87,10.0139
5208707,2011,25172.92,10.1335
5208707,2012,28090.09,10.2432
5208707,2013,28834.22,10.2693
5208707,2014,32718.0,10.3957
5208707,2015,32593.34,10.3919
5208707,2016,32176.9,10.379
5208707,2017,33455.43,10.418
5208707,2018,32992.87,10.404
5208707,2019,34943.35,10.4615
5211503,2009,22380.66,10.016
5211503,2010,24323.8,10.0992
5211503,2011,27673.97,10.2282
5211503,2012,35757.21,10.4845
5211503,2013,36656.76,10.5094
5211503,2014,38763.45,10.5652
5211503,2015,39500.09,10.5841
5211503,2016,39909.62,10.5944
5211503,2017,40534.73,10.6099
5211503,2018,37865.16,10.5418
5211503,2019,40261.43,10.6031
5212501,2009,10218.6,9.232
5212501,2010,11195.07,9.3232
5212501,2011,13487.28,9.5095
5212501,2012,15202.01,9.6292
5212501,2013,16499.43,9.7111
5212501,2014,16190.13,9.6922
5212501,2015,17284.12,9.7575
5212501,2016,17626.83,9.7772
5212501,2017,16997.23,9.7408
5212501,2018,18821.34,9.8427
5212501,2019,19628.91,9.8848
5213103,2009,19981.34,9.9026
5213103,2010,22933.86,10.0404
5213103,2011,23493.57,10.0645
5213103,2012,27961.79,10.2386
5213103,2013,30803.9,10.3354
5213103,2014,32394.6,10.3857
5213103,2015,33786.17,10.4278
5213103,2016,37706.25,10.5376
5213103,2017,38470.36,10.5576
5213103,2018,38424.4,10.5564
5213103,2019,36365.17,10.5014
5215231,2009,4841.52,8.485
5215231,2010,5042.61,8.5257
5215231,2011,5677.79,8.6443
5215231,2012,6123.88,8.72
5215231,2013,6648.65,8.8022
5215231,2014,7170.35,8.8777
5215231,2015,7478.03,8.9197
5215231,2016,7508.77,8.9238
5215231,2017,8378.66,9.0334
5215231,2018,8364.07,9.0317
5215231,2019,8740.92,9.0758
5218003,2009,9980.36,9.2084
5218003,2010,11277.93,9.3306
5218003,2011,12345.59,9.4211
5218003,2012,14604.54,9.5891
5218003,2013,15866.89,9.672
5218003,2014,18262.02,9.8126
5218003,2015,18576.25,9.8296
5218003,2016,18716.17,9.8371
5218003,2017,20350.78,9.9209
5218003,2018,20755.6,9.9406
5218003,2019,20579.09,9.932
5220454,2009,11454.7,9.3462
5220454,2010,12284.46,9.4161
5220454,2011,13943.48,9.5428
5220454,2012,17546.2,9.7726
5220454,2013,21514.19,9.9765
5220454,2014,24513.13,10.107
5220454,2015,26766.65,10.1949
5220454,2016,31022.74,10.3425
5220454,2017,32079.06,10.376
5220454,2018,31432.49,10.3556
5220454,2019,31860.64,10.3691
5221403,2009,7968.46,8.9832
5221403,2010,9740.33,9.184
5221403,2011,10526.91,9.2617
5221403,2012,11758.03,9.3723
5221403,2013,12656.17,9.4459
5221403,2014,13960.33,9.544
5221403,2015,16139.78,9.689
5221403,2016,16059.04,9.684
5221403,2017,17031.41,9.7428
5221403,2018,16260.68,9.6965
5221403,2019,17590.97,9.7751
5221858,2009,6796.41,8.8241
5221858,2010,8617.62,9.0616
5221858,2011,10198.85,9.23
5221858,2012,11151.64,9.3193
5221858,2013,11165.47,9.3206
5221858,2014,13210.69,9.4888
5221858,2015,14062.61,9.5513
5221858,2016,14676.0,9.594
5221858,2017,15632.37,9.6571
5221858,2018,15336.57,9.638
5221858,2019,16211.61,9.6935
5300108,2009,47690.54,10.7725
5300108,2010,55272.11,10.92
5300108,2011,59221.87,10.989
5300108,2012,61959.36,11.0342
5300108,2013,63054.41,11.0518
5300108,2014,69216.8,11.145
5300108,2015,73970.99,11.2114
5300108,2016,79114.19,11.2786
5300108,2017,80515.47,11.2962
5300108,2018,85661.39,11.3582
5300108,2019,90742.75,11.4158
